beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1273.0,246950.0,1273.0,1273.0,246950.0,1273.0
0.005,1266.0,258450.0,2558.25,1264.0,258050.0,2554.25
0.01,1261.0,260725.0,3868.25,1260.0,260525.0,3865.25
0.015,1252.0,261750.0,5178.25,1251.0,261725.0,5176.875
0.02,1256.0,260225.0,6460.5,1251.0,258125.0,6413.5
0.025,1245.0,262400.0,7805.0,1234.0,260700.0,7751.5
0.03,1251.0,261925.0,9108.75,1248.0,261300.0,9087.0
0.035,1229.0,262425.0,10413.875,1228.0,261425.0,10377.875
0.04,1089.0,267400.0,11785.0,1088.0,267300.0,11780.0
0.045,628.0,278200.0,13147.0,628.0,278200.0,13147.0
0.05,642.0,279050.0,14594.5,641.0,279025.0,14592.25
0.055,615.0,278975.0,15958.625,615.0,278975.0,15958.625
0.06,614.0,278425.0,17319.5,614.0,278425.0,17319.5
0.065,611.0,280225.0,18825.625,611.0,280225.0,18825.625
0.07,541.0,278650.0,20046.5,541.0,278650.0,20046.5
0.075,520.0,278025.0,21371.875,520.0,278025.0,21371.875
0.08,504.0,279100.0,22832.0,504.0,279100.0,22832.0
0.085,504.0,278350.0,24163.75,503.0,278150.0,24145.75
0.09,511.0,277950.0,25526.5,511.0,277950.0,25526.5
0.095,558.0,279575.0,27117.625,557.0,279375.0,27097.625
0.1,509.0,277600.0,28269.0,509.0,277600.0,28269.0
0.15,492.0,279275.0,42383.25,492.0,279275.0,42383.25
0.2,496.0,278200.0,56136.0,495.0,278100.0,56115.0
0.25,502.0,278875.0,70220.75,502.0,278875.0,70220.75
0.3,518.0,280075.0,84540.5,518.0,280075.0,84540.5
0.35,492.0,278175.0,97853.25,492.0,278175.0,97853.25
0.4,495.0,278975.0,112085.0,495.0,278975.0,112085.0
0.45,480.0,278600.0,125850.0,480.0,278600.0,125850.0
0.5,489.0,278500.0,139739.0,489.0,278500.0,139739.0
0.55,489.0,278775.0,153815.25,489.0,278775.0,153815.25
0.6,501.0,278000.0,167301.0,501.0,278000.0,167301.0
0.65,492.0,278650.0,181614.5,492.0,278650.0,181614.5
0.7,489.0,279225.0,195946.5,489.0,279225.0,195946.5
0.75,490.0,278050.0,209027.5,490.0,278050.0,209027.5
0.8,483.0,277950.0,222843.0,483.0,277950.0,222843.0
0.85,526.0,279225.0,237867.25,525.0,279125.0,237781.25
0.9,483.0,277875.0,250570.5,483.0,277875.0,250570.5
0.95,486.0,278525.0,265084.75,486.0,278525.0,265084.75
1.0,490.0,278450.0,278940.0,490.0,278450.0,278940.0
10.0,491.0,278950.0,2789991.0,491.0,278950.0,2789991.0
20.0,491.0,278850.0,5577491.0,491.0,278850.0,5577491.0
30.0,489.0,278800.0,8364489.0,489.0,278800.0,8364489.0
40.0,490.0,278675.0,11147490.0,490.0,278675.0,11147490.0
50.0,487.0,278450.0,13922987.0,487.0,278450.0,13922987.0
60.0,489.0,277975.0,16678989.0,487.0,277925.0,16675987.0
70.0,493.0,278250.0,19477993.0,492.0,278150.0,19470992.0
80.0,485.0,278925.0,22314485.0,485.0,278925.0,22314485.0
90.0,485.0,278625.0,25076735.0,485.0,278625.0,25076735.0
100.0,480.0,278400.0,27840480.0,479.0,278200.0,27820479.0
