Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
35108,79360,104721,0,20025,20042,45070,0,35131,79484,105271,0,175902,
35459,78813,105827,0,20116,20131,45229,0,35476,78961,106408,0,178047,
35452,79701,106255,0,20005,20035,45052,0,35471,79855,106792,0,180762,
34858,79622,107026,0,19934,19946,45130,0,34877,79757,107575,0,182795,
35200,78315,105290,0,20065,20431,44651,0,35213,78458,105829,0,178846,
34958,77585,105501,0,20008,20017,44672,0,34968,77738,106017,0,178125,
35467,79622,105493,0,20037,20625,44944,0,35480,79748,106011,0,178078,
35045,78829,107304,0,19985,19989,44975,0,35061,78949,107836,0,182393,
35344,78584,104638,0,20045,20048,44733,0,35359,78709,105151,0,175977,
35417,78960,106497,0,20114,20482,45069,0,35430,79090,107053,0,181275,
35251,78683,106416,0,19981,19985,45022,0,35264,78815,106942,0,180055,
35029,79293,107208,0,20040,20040,45201,0,35047,79448,107736,0,183013,
35554,78783,105044,0,20190,20209,45132,0,35573,78934,105615,0,176010,
35304,79053,105617,0,20093,20104,44956,0,35317,79185,106134,0,178616,
35367,78272,104319,0,20053,20545,44567,0,35381,78424,104877,0,175355,
35261,80404,107569,0,20026,20037,45437,0,35276,80505,108152,0,182639,
35382,78387,105520,0,20122,20124,44760,0,35390,78511,106034,0,178435,
35082,78441,104684,0,20036,20061,44575,0,35106,78572,105238,0,176950,
35156,77747,105871,0,20038,20048,44729,0,35173,77908,106433,0,179464,
35294,79328,105782,0,19975,19980,45092,0,35313,79468,106335,0,178663,
