Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
25113,51488,57091,0,13874,14092,29070,0,25127,51622,57508,0,81897,
24890,50231,55623,0,13917,13976,28807,0,24893,50404,56002,0,78855,
24594,50305,55502,0,13858,13872,28787,0,24603,50441,55871,0,78196,
24767,50315,54894,0,13790,14444,28446,0,24777,50469,55246,0,77449,
24706,51051,56690,0,13782,13836,29041,0,24719,51188,57065,0,80952,
25128,50673,55906,0,13850,14292,28909,0,25140,50822,56294,0,79063,
25738,50274,54535,0,14091,14316,28635,0,25754,50438,54929,0,76212,
25096,51089,56807,0,13924,13941,28897,0,25112,51221,57187,0,81549,
24954,50594,55656,0,13843,13899,28695,0,24968,50738,56011,0,79306,
24811,51555,57108,0,13773,13898,29205,0,24823,51684,57478,0,81841,
25401,50019,54361,0,14078,14127,28644,0,25410,50214,54762,0,75592,
24904,50502,55703,0,13784,14112,28688,0,24912,50662,56065,0,78938,
24872,50966,57169,0,13828,13850,29044,0,24885,51124,57580,0,82357,
24947,51718,57787,0,13798,13844,29153,0,24957,51818,58175,0,83528,
25182,50404,55100,0,13946,14234,28683,0,25195,50555,55489,0,78084,
25519,50072,54369,0,14004,14326,28509,0,25533,50240,54738,0,75518,
25300,49650,54953,0,14041,14196,28564,0,25315,49813,55279,0,76901,
24814,51211,57368,0,13806,13896,29055,0,24831,51340,57755,0,82053,
25072,50704,56256,0,13909,13950,28805,0,25085,50850,56572,0,79748,
25284,49826,54813,0,13978,14566,28549,0,25295,50015,55152,0,76825,
