Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
22595,43875,45583,0,12372,12426,24904,0,22608,44016,45898,0,60960,
22746,43467,45411,0,12464,12685,24951,0,22764,43627,45710,0,60154,
23134,42331,44335,0,12636,12786,24563,0,23148,42508,44634,0,58239,
22162,43156,45259,0,12344,12612,24593,0,22169,43304,45557,0,60770,
22054,44969,47613,0,12207,12609,25395,0,22062,45093,47940,0,65230,
22795,43158,44906,0,12605,12743,24892,0,22807,43322,45193,0,59306,
22750,43476,45190,0,12471,12635,24796,0,22757,43648,45482,0,60281,
22558,44278,47001,0,12361,12845,25039,0,22570,44393,47230,0,63714,
22419,44287,46622,0,12309,12464,25215,0,22431,44430,46920,0,62834,
22350,43380,46001,0,12329,12332,24746,0,22362,43512,46361,0,62629,
22903,42469,44118,0,12546,12846,24462,0,22915,42630,44427,0,57906,
22233,42419,43716,0,12426,12492,24522,0,22241,42595,44035,0,57176,
22187,44067,46570,0,12301,12539,25067,0,22192,44203,46880,0,63424,
22921,43568,45748,0,12472,12805,24918,0,22931,43739,46075,0,61157,
22515,44111,46504,0,12367,12526,25130,0,22527,44275,46811,0,63097,
22452,42995,44962,0,12312,12426,24704,0,22460,43196,45276,0,60262,
22651,43480,45463,0,12375,12609,24819,0,22664,43629,45802,0,60874,
22310,43660,45977,0,12311,12328,24890,0,22326,43809,46330,0,61822,
22246,43014,45781,0,12294,12579,24564,0,22256,43155,46068,0,61883,
21835,42441,44297,0,12306,12543,24449,0,21849,42600,44614,0,58383,
