Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
30185,64561,78263,0,16979,17263,36823,0,30193,64701,78698,0,120889,
29825,65061,79976,0,16812,16927,37040,0,29845,65201,80396,0,125523,
29895,65471,81866,0,16852,16864,37313,0,29910,65619,82333,0,130110,
30215,65595,80435,0,16882,16910,37140,0,30233,65723,80884,0,127305,
30207,64984,79142,0,16996,17269,36926,0,30220,65120,79646,0,124499,
30717,64221,76604,0,17102,17142,36629,0,30726,64391,77046,0,117054,
30452,64952,78731,0,17000,17032,36760,0,30469,65105,79150,0,123098,
30410,63843,78222,0,16996,17043,36735,0,30426,64036,78738,0,121097,
30496,66068,81366,0,16975,17008,37341,0,30510,66196,81841,0,128363,
29534,65103,81081,0,16768,16794,37057,0,29547,65232,81519,0,129141,
29924,64569,79629,0,16929,16951,36844,0,29937,64701,80068,0,124921,
29867,64744,79215,0,16864,17589,36920,0,29877,64907,79647,0,124057,
29842,65197,80204,0,16914,17409,37068,0,29862,65322,80671,0,126373,
29894,65694,80878,0,16880,17169,37287,0,29909,65822,81348,0,127894,
30283,64325,78092,0,17027,17040,36811,0,30301,64484,78525,0,120772,
30551,64833,78176,0,17033,17130,36898,0,30564,64987,78621,0,121213,
30109,65059,79606,0,16899,17154,37049,0,30127,65190,80047,0,124307,
29975,64920,79835,0,16931,16936,36991,0,29992,65061,80276,0,125406,
30274,65299,79241,0,17045,17320,37005,0,30280,65432,79686,0,124032,
30251,64863,80378,0,16995,17233,36912,0,30270,64997,80852,0,126523,
