Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
19865,35266,35120,0,10888,11110,20691,0,19882,35430,35391,0,43832,
20025,36321,36264,0,10951,11326,20986,0,20042,36484,36518,0,45934,
19895,35319,34913,0,10922,11189,20572,0,19901,35544,35175,0,43169,
19787,34822,34646,0,11048,11289,20355,0,19803,35007,34884,0,43011,
20451,36057,35920,0,11034,11307,20855,0,20458,36186,36180,0,45072,
19934,35413,35079,0,11049,11351,20674,0,19941,35610,35339,0,43541,
19575,35629,35785,0,10822,10994,20744,0,19582,35805,36064,0,45240,
19763,36462,36741,0,10779,11066,20974,0,19769,36618,37017,0,46907,
19811,34333,34362,0,10970,11216,20358,0,19815,34545,34638,0,42495,
19897,36112,36175,0,10925,11338,20871,0,19904,36272,36450,0,45691,
19561,35695,35690,0,10725,10856,20738,0,19571,35869,35991,0,45367,
19791,36666,36752,0,10886,11280,21102,0,19794,36827,37007,0,46671,
20000,34635,34466,0,10953,11273,20402,0,20005,34821,34734,0,42827,
19997,35096,34881,0,11096,11420,20518,0,20003,35301,35117,0,42953,
20291,34842,34758,0,11085,11245,20489,0,20303,35036,34985,0,43097,
20003,35193,34963,0,11041,11286,20598,0,20013,35406,35201,0,43437,
19628,36607,36711,0,10860,11042,21138,0,19637,36810,36956,0,46730,
19933,36671,36536,0,10934,11108,21043,0,19943,36833,36796,0,46047,
20017,35899,35761,0,10885,11291,20894,0,20024,36076,36030,0,44976,
19850,34728,34475,0,11037,11218,20463,0,19853,34931,34742,0,42346,
