Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
10224,10564,10469,0,6174,6276,8190,0,10224,10597,10515,0,10713,
10203,10389,10328,0,6222,6313,8100,0,10203,10420,10369,0,10511,
11382,11633,11515,0,6302,6384,8711,0,11382,11676,11570,0,11802,
10550,10768,10657,0,6149,6176,8229,0,10550,10818,10726,0,10927,
9822,9858,9815,0,6016,6091,7829,0,9822,9894,9855,0,9941,
10422,10679,10601,0,6224,6319,8176,0,10422,10721,10644,0,10817,
11228,11569,11438,0,6209,6266,8699,0,11228,11617,11498,0,11766,
10366,10464,10396,0,5983,6058,8037,0,10366,10494,10426,0,10559,
10941,11399,11297,0,6248,6324,8605,0,10941,11445,11350,0,11612,
10784,11347,11237,0,6261,6379,8551,0,10784,11400,11297,0,11575,
10644,10981,10879,0,6207,6301,8406,0,10644,11023,10942,0,11150,
10370,10677,10585,0,6243,6387,8327,0,10370,10709,10629,0,10819,
11101,11132,11063,0,6153,6276,8432,0,11101,11194,11124,0,11313,
11090,11474,11380,0,6259,6383,8629,0,11090,11505,11412,0,11653,
10544,10851,10759,0,6149,6234,8387,0,10544,10889,10816,0,11017,
10658,10868,10784,0,6336,6391,8445,0,10658,10892,10832,0,10979,
9929,10155,10094,0,6110,6158,7982,0,9929,10197,10131,0,10271,
11073,11496,11354,0,6050,6168,8529,0,11073,11563,11427,0,11745,
10613,11147,11020,0,6050,6134,8337,0,10613,11198,11086,0,11370,
11033,11289,11184,0,6228,6307,8440,0,11033,11360,11250,0,11495,
