Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
27625,57935,68802,0,15331,15353,33025,0,27636,58084,69157,0,104220,
27575,57692,65824,0,15405,15437,32870,0,27588,57830,66263,0,97133,
27607,57595,66787,0,15371,15403,32706,0,27617,57737,67187,0,99510,
27883,57693,66640,0,15452,15598,32873,0,27895,57849,67073,0,99545,
27371,57368,66793,0,15433,15566,32620,0,27384,57491,67210,0,100050,
28399,56946,65197,0,15749,16065,32623,0,28413,57123,65588,0,94831,
27735,58599,68401,0,15405,15415,33258,0,27746,58736,68829,0,102288,
27479,58422,68356,0,15352,15376,33145,0,27493,58539,68783,0,102770,
27904,58075,66816,0,15518,15570,32897,0,27912,58231,67272,0,98791,
27501,57711,67034,0,15402,15987,33092,0,27513,57872,67467,0,99534,
27106,57961,67921,0,15301,15322,33040,0,27112,58071,68340,0,102281,
27877,58304,67603,0,15444,15471,33075,0,27889,58428,68018,0,101106,
27409,57264,67157,0,15281,15315,32692,0,27425,57423,67544,0,100269,
27474,58032,67711,0,15275,15299,32947,0,27488,58177,68092,0,101981,
27387,58124,68232,0,15380,15384,33180,0,27399,58284,68688,0,102098,
27190,58146,67798,0,15354,15356,33185,0,27210,58304,68227,0,102133,
27560,57148,66532,0,15406,15407,32594,0,27578,57298,66955,0,98933,
27535,58007,68375,0,15396,15426,32842,0,27543,58154,68795,0,103111,
27958,58219,67209,0,15457,15884,32962,0,27969,58379,67572,0,100305,
27657,58671,68384,0,15374,15948,33217,0,27668,58809,68786,0,103040,
