Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
5007,5007,5007,0,4193,4180,4629,0,5007,5007,5007,0,5007,
5313,5313,5312,0,4262,4270,4833,0,5313,5313,5313,0,5313,
5082,5082,5082,0,4216,4227,4646,0,5082,5082,5082,0,5082,
4373,4373,4373,0,3839,3806,4093,0,4373,4373,4373,0,4373,
5023,5023,5023,0,4254,4247,4622,0,5023,5023,5023,0,5023,
5110,5110,5110,0,4235,4230,4688,0,5110,5110,5110,0,5110,
4713,4713,4713,0,4134,4105,4412,0,4713,4713,4713,0,4713,
4986,4986,4986,0,4133,4137,4594,0,4986,4986,4986,0,4986,
4657,4657,4657,0,4053,4042,4368,0,4657,4657,4657,0,4657,
5265,5265,5265,0,4146,4134,4728,0,5265,5265,5265,0,5265,
4738,4738,4738,0,4095,4091,4425,0,4738,4738,4738,0,4738,
5148,5148,5148,0,4141,4145,4699,0,5148,5148,5148,0,5148,
5328,5328,5328,0,4295,4273,4852,0,5328,5328,5328,0,5328,
4925,4925,4925,0,4020,4040,4534,0,4925,4925,4925,0,4925,
4715,4715,4715,0,3969,3965,4354,0,4715,4715,4715,0,4715,
4574,4574,4574,0,4054,4023,4315,0,4574,4574,4574,0,4574,
4821,4821,4821,0,4085,4060,4480,0,4821,4821,4821,0,4821,
5312,5312,5312,0,4253,4242,4790,0,5312,5312,5312,0,5312,
4434,4434,4434,0,4025,4020,4222,0,4434,4434,4434,0,4434,
4799,4799,4799,0,4203,4199,4492,0,4799,4799,4799,0,4799,
