beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,966.0,233500.0,966.0,855.0,209800.0,855.0
0.005,958.0,242200.0,2169.0,839.0,213000.0,1904.0
0.01,955.0,243000.0,3385.0,838.0,214000.0,2978.0
0.015,949.0,243600.0,4603.0,832.0,214900.0,4055.5
0.02,948.0,243800.0,5824.0,826.0,212800.0,5082.0
0.025,941.0,244100.0,7043.5,828.0,214600.0,6193.0
0.03,946.0,243900.0,8263.0,823.0,213800.0,7237.0
0.035,943.0,243900.0,9479.5,822.0,216900.0,8413.5
0.04,924.0,244500.0,10704.0,821.0,216100.0,9465.0
0.045,877.0,245600.0,11929.0,796.0,218900.0,10646.5
0.05,877.0,245600.0,13157.0,792.0,217300.0,11657.0
0.055,887.0,245700.0,14400.5,801.0,215900.0,12675.5
0.06,878.0,245800.0,15626.0,794.0,215900.0,13748.0
0.065,882.0,245600.0,16846.0,795.0,216800.0,14887.0
0.07,877.0,245700.0,18076.0,807.0,220500.0,16242.0
0.075,876.0,245600.0,19296.0,801.0,218500.0,17188.5
0.08,880.0,245600.0,20528.0,802.0,216600.0,18130.0
0.085,883.0,245600.0,21759.0,800.0,216600.0,19211.0
0.09,884.0,245600.0,22988.0,801.0,215400.0,20187.0
0.095,878.0,245600.0,24210.0,802.0,216300.0,21350.5
0.1,878.0,245700.0,25448.0,793.0,215800.0,22373.0
0.15,876.0,245700.0,37731.0,803.0,215500.0,33128.0
0.2,880.0,245600.0,50000.0,802.0,216500.0,44102.0
0.25,877.0,245600.0,62277.0,789.0,216200.0,54839.0
0.3,878.0,245700.0,74588.0,798.0,217700.0,66108.0
0.35,881.0,245600.0,86841.0,804.0,217900.0,77069.0
0.4,885.0,245600.0,99125.0,805.0,215800.0,87125.0
0.45,880.0,245600.0,111400.0,800.0,217100.0,98495.0
0.5,873.0,245700.0,123723.0,790.0,216600.0,109090.0
0.55,887.0,245700.0,136022.0,807.0,218600.0,121037.0
0.6,874.0,245800.0,148354.0,806.0,218400.0,131846.0
0.65,871.0,245700.0,160576.0,789.0,216900.0,141774.0
0.7,877.0,245700.0,172867.0,817.0,217800.0,153277.0
0.75,873.0,245700.0,185148.0,784.0,214500.0,161659.0
0.8,878.0,245800.0,197518.0,795.0,215800.0,173435.0
0.85,880.0,245600.0,209640.0,795.0,216700.0,184990.0
0.9,892.0,245600.0,221932.0,800.0,215800.0,195020.0
0.95,878.0,245700.0,234293.0,786.0,216400.0,206366.0
1.0,878.0,245800.0,246678.0,796.0,219100.0,219896.0
10.0,880.0,245700.0,2457880.0,798.0,217100.0,2171798.0
20.0,878.0,245600.0,4912878.0,815.0,218100.0,4362815.0
30.0,887.0,245700.0,7371887.0,792.0,214700.0,6441792.0
40.0,885.0,245600.0,9824885.0,794.0,216800.0,8672794.0
50.0,873.0,245700.0,12285873.0,805.0,217000.0,10850805.0
60.0,882.0,245800.0,14748882.0,795.0,216100.0,12966795.0
70.0,880.0,245600.0,17192880.0,798.0,215600.0,15092798.0
80.0,874.0,245600.0,19648874.0,788.0,214300.0,17144788.0
90.0,872.0,245700.0,22113872.0,809.0,217200.0,19548809.0
100.0,879.0,245600.0,24560879.0,792.0,215700.0,21570792.0
