#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2423.0,877083.0,87710723.0,0.0,0.0,0.0,2553.0,837758.0,83778353.0
2.0,5238.0,1729692.0,172974438.0,0.0,0.0,0.0,5339.0,1632634.0,163268739.0
4.0,13445.0,3233468.0,323360245.0,0.0,0.0,0.0,12016.0,2958635.0,295875516.0
6.0,20737.0,4204145.0,420435237.0,0.0,0.0,0.0,18968.0,3969786.0,396997568.0
8.0,26265.0,4725513.0,472577565.0,0.0,0.0,0.0,25271.0,4610631.0,461088371.0
10.0,29378.0,4826339.0,482663278.0,0.0,0.0,0.0,29213.0,4823114.0,482340613.0
12.0,29447.0,4826408.0,482670247.0,0.0,0.0,0.0,29447.0,4826408.0,482670247.0
14.0,29447.0,4826408.0,482670247.0,0.0,0.0,0.0,29447.0,4826408.0,482670247.0
16.0,29447.0,4826408.0,482670247.0,0.0,0.0,0.0,29447.0,4826408.0,482670247.0
18.0,29447.0,4826408.0,482670247.0,0.0,0.0,0.0,29447.0,4826408.0,482670247.0
20.0,29447.0,4826408.0,482670247.0,0.0,0.0,0.0,29447.0,4826408.0,482670247.0
