#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2413.0,877961.0,87798513.0,0.0,0.0,0.0,2433.0,841884.0,84190833.0
2.0,5105.0,1735672.0,173572305.0,0.0,0.0,0.0,5147.0,1645017.0,164506847.0
4.0,13224.0,3255506.0,325563824.0,0.0,0.0,0.0,11966.0,2976830.0,297694966.0
6.0,21134.0,4248715.0,424892634.0,0.0,0.0,0.0,19015.0,4008210.0,400840015.0
8.0,26285.0,4790358.0,479062085.0,0.0,0.0,0.0,25156.0,4673008.0,467325956.0
10.0,29817.0,4930992.0,493129017.0,0.0,0.0,0.0,29549.0,4923551.0,492384649.0
12.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
14.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
16.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
18.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
20.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
