beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,883.0,229613.0,883.0,0.0,0.0,0.0,809.0,0.0,809.0
1e-05,883.0,231413.0,885.31413,0.0,0.0,0.0,809.0,1.80613,810.80613
2e-05,881.0,229813.0,885.59626,0.0,0.0,0.0,809.0,3.61226,812.61226
4e-05,883.0,232413.0,892.29652,0.0,0.0,0.0,809.0,7.22452,816.22452
8e-05,883.0,232013.0,901.56104,0.0,0.0,0.0,809.0,14.44904,823.44904
0.0001,883.0,232613.0,906.2613,0.0,0.0,0.0,809.0,18.0613,827.0613
0.0002,882.0,232213.0,928.4426,0.0,0.0,0.0,809.0,36.1226,845.1226
0.0004,882.0,237113.0,976.8452,0.0,0.0,0.0,809.0,72.2452,881.2452
0.0008,879.0,241113.0,1071.8904,0.0,0.0,0.0,809.0,144.4904,953.4904
0.001,878.0,241913.0,1119.913,0.0,0.0,0.0,809.0,180.613,989.613
0.002,874.0,246013.0,1366.026,0.0,0.0,0.0,809.0,361.226,1170.226
0.004,873.0,246812.0,1860.248,0.0,0.0,0.0,681.0,215048.0,1541.192
0.008,862.0,249509.0,2858.072,0.0,0.0,0.0,533.0,1873.408,2406.408
0.01,862.0,249411.0,3356.11,0.0,0.0,0.0,533.0,2341.76,2874.76
0.02,823.0,253779.0,5898.58,0.0,0.0,0.0,533.0,4683.52,5216.52
0.04,770.0,255916.0,11006.64,0.0,0.0,0.0,533.0,9367.04,9900.04
0.08,625.0,259695.0,21400.6,0.0,0.0,0.0,533.0,18734.08,19267.08
0.1,612.0,259869.0,26598.9,0.0,0.0,0.0,533.0,23417.6,23950.6
0.2,618.0,259495.0,52517.0,0.0,0.0,0.0,533.0,46835.2,47368.2
0.4,630.0,259279.0,104341.6,0.0,0.0,0.0,533.0,93670.4,94203.4
1.0,623.0,259794.0,260417.0,0.0,0.0,0.0,533.0,234176.0,234709.0
10.0,613.0,259280.0,2593413.0,0.0,0.0,0.0,533.0,2341760.0,2342293.0
