beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,864.0,228268.0,864.0,0.0,0.0,0.0,784.0,0.0,784.0
1e-05,865.0,230868.0,867.30868,0.0,0.0,0.0,784.0,1.72668,785.72668
2e-05,865.0,229668.0,869.59336,0.0,0.0,0.0,784.0,3.45336,787.45336
4e-05,865.0,228668.0,874.14672,0.0,0.0,0.0,784.0,6.90672,790.90672
8e-05,864.0,230467.0,882.43736,0.0,0.0,0.0,784.0,13.81344,797.81344
0.0001,865.0,231868.0,888.1868,0.0,0.0,0.0,784.0,17.2668,801.2668
0.0002,865.0,231468.0,911.2936,0.0,0.0,0.0,784.0,34.5336,818.5336
0.0004,864.0,234368.0,957.7472,0.0,0.0,0.0,784.0,69.0672,853.0672
0.0008,864.0,236468.0,1053.1744,0.0,0.0,0.0,784.0,138.1344,922.1344
0.001,862.0,238668.0,1100.668,0.0,0.0,0.0,784.0,172.668,956.668
0.002,859.0,241668.0,1342.336,0.0,0.0,0.0,784.0,345.336,1129.336
0.004,854.0,243167.0,1826.668,0.0,0.0,0.0,666.0,214465.0,1523.86
0.008,844.0,246366.0,2814.928,0.0,0.0,0.0,574.0,1847.04,2421.04
0.01,833.0,247464.0,3307.64,0.0,0.0,0.0,574.0,2308.8,2882.8
0.02,804.0,250328.0,5810.56,0.0,0.0,0.0,574.0,4617.6,5191.6
0.04,739.0,253268.0,10869.72,0.0,0.0,0.0,574.0,9235.2,9809.2
0.08,637.0,256201.0,21133.08,0.0,0.0,0.0,574.0,18470.4,19044.4
0.1,642.0,255910.0,26233.0,0.0,0.0,0.0,574.0,23088.0,23662.0
0.2,633.0,256310.0,51895.0,0.0,0.0,0.0,574.0,46176.0,46750.0
0.4,632.0,256087.0,103066.8,0.0,0.0,0.0,574.0,92352.0,92926.0
1.0,631.0,256271.0,256902.0,0.0,0.0,0.0,574.0,230880.0,231454.0
10.0,626.0,256084.0,2561466.0,0.0,0.0,0.0,574.0,2308800.0,2309374.0
