#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0001,28840.0,4771075.0,29317.107499999998,0.0,0.0,0.0,29248.0,4236520.0,29671.652000002789
0.00020000000000000001,28840.0,4771075.0,29794.215,0.0,0.0,0.0,29248.0,4236520.0,30095.304000013017
0.00040000000000000002,28840.0,4771075.0,30748.43,0.0,0.0,0.0,29248.0,4236520.0,30942.608000016153
0.00080000000000000004,28840.0,4771075.0,32656.860000000001,0.0,0.0,0.0,28955.0,4674364.0,32694.491200006447
0.002,28840.0,4771075.0,38382.150000000001,0.0,0.0,0.0,28847.0,4743605.0,38334.210000011357
0.0040000000000000001,28732.0,4799667.0,47930.668000000005,0.0,0.0,0.0,28761.0,4766280.0,47826.120000024093
0.0080000000000000002,28156.0,4876649.0,67169.19200000001,0.0,0.0,0.0,28343.0,4848154.0,67128.232000013712
0.02,26950.0,4956651.0,126083.02,0.0,0.0,0.0,27216.0,4936026.0,125936.52000000481
0.040000000000000001,26942.0,4956650.0,225208.0,0.0,0.0,0.0,27196.0,4934834.0,224589.36000000653
0.080000000000000002,26942.0,4956650.0,423474.0,0.0,0.0,0.0,27196.0,4934834.0,421982.72000000998
0.20000000000000001,26922.0,4956206.0,1018163.2000000001,0.0,0.0,0.0,27188.0,4935575.0,1014302.9999999069
0.40000000000000002,26922.0,4956206.0,2009404.4000000001,0.0,0.0,0.0,27188.0,4935575.0,2001417.9999998165
1.0,26922.0,4956206.0,4983128.0,0.0,0.0,0.0,27188.0,4935575.0,4962763.0
