#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0001,27917.0,4637689.0,28380.768899999999,0.0,0.0,0.0,28388.0,4130850.0,28801.085000002837
0.00020000000000000001,27917.0,4637689.0,28844.537799999998,0.0,0.0,0.0,28388.0,4130850.0,29214.170000012902
0.00040000000000000002,27917.0,4637689.0,29772.0756,0.0,0.0,0.0,28388.0,4130850.0,30040.340000015145
0.00080000000000000004,27917.0,4637689.0,31627.1512,0.0,0.0,0.0,28090.0,4524657.0,31709.725600006015
0.002,27917.0,4637689.0,37192.377999999997,0.0,0.0,0.0,27950.0,4616000.0,37182.000000012267
0.0040000000000000001,27809.0,4667683.0,46479.732000000004,0.0,0.0,0.0,27852.0,4640401.0,46413.604000022555
0.0080000000000000002,27194.0,4752803.0,65216.423999999999,0.0,0.0,0.0,27389.0,4725225.0,65190.800000010415
0.02,26173.0,4822886.0,122630.72,0.0,0.0,0.0,26402.0,4804359.0,122489.18000000388
0.040000000000000001,26142.0,4822812.0,219054.48000000001,0.0,0.0,0.0,26370.0,4805180.0,218577.20000000528
0.080000000000000002,26142.0,4822812.0,411966.96000000002,0.0,0.0,0.0,26370.0,4805180.0,410784.40000000718
0.20000000000000001,26133.0,4822436.0,990620.20000000007,0.0,0.0,0.0,26368.0,4804242.0,987216.39999991865
0.40000000000000002,26133.0,4822436.0,1955107.4000000001,0.0,0.0,0.0,26368.0,4804242.0,1948064.7999998389
1.0,26133.0,4822436.0,4848569.0,0.0,0.0,0.0,26368.0,4804242.0,4830610.0
