src,dst,spec,used_slot,tfk_slot
99,24,27.0,15,14.0
98,91,81.0,15,14.0
97,77,7.0,15,14.0
96,87,66.0,15,14.0
95,76,772.0,15,14.0
90,14,81.0,15,14.0
89,56,0.0,15,14.0
88,69,785.0,15,14.0
86,79,52.0,15,14.0
83,81,785.0,15,14.0
80,13,32.0,15,14.0
78,72,62.0,15,14.0
75,19,0.0,15,14.0
74,84,66.0,15,14.0
73,61,36.0,15,14.0
71,51,66.0,15,14.0
70,31,47.0,15,14.0
68,67,44.0,15,14.0
66,35,0.0,15,14.0
65,57,58.0,15,14.0
64,34,81.0,15,14.0
63,40,62.0,15,14.0
62,20,4.0,15,14.0
60,11,21.0,15,14.0
59,44,11.0,15,14.0
58,54,0.0,15,14.0
55,48,21.0,15,14.0
53,21,778.0,15,14.0
50,5,785.0,15,14.0
49,28,66.0,15,14.0
47,1,21.0,15,14.0
46,8,789.0,15,14.0
45,18,36.0,15,14.0
39,12,50.0,15,14.0
38,32,51.0,15,14.0
37,82,66.0,15,14.0
36,92,66.0,15,14.0
30,85,51.0,15,14.0
27,17,59.0,15,14.0
26,16,36.0,15,14.0
25,94,51.0,15,14.0
15,52,37.0,15,14.0
4,0,785.0,15,14.0
9,2,25.0,7,6.0
33,22,44.0,4,3.0
23,93,47.0,4,3.0
10,43,16.0,4,3.0
7,29,21.0,4,3.0
99,6,66.0,15,14.0
98,71,29.0,15,14.0
97,44,81.0,15,14.0
96,43,770.0,15,14.0
89,86,18.0,15,14.0
88,32,24.0,15,14.0
87,42,17.0,15,14.0
85,11,36.0,15,14.0
83,20,51.0,15,14.0
79,90,15.0,15,14.0
78,77,785.0,15,14.0
75,72,47.0,15,14.0
73,95,51.0,15,14.0
70,80,788.0,15,14.0
69,45,4.0,15,14.0
66,33,48.0,15,14.0
65,74,36.0,15,14.0
64,22,66.0,15,14.0
63,38,16.0,15,14.0
62,24,787.0,15,14.0
60,19,36.0,15,14.0
59,30,66.0,15,14.0
57,54,22.0,15,14.0
52,13,58.0,15,14.0
48,9,785.0,15,14.0
47,76,787.0,15,14.0
46,56,51.0,15,14.0
40,58,43.0,15,14.0
39,7,28.0,15,14.0
37,55,36.0,15,14.0
34,67,18.0,15,14.0
27,82,785.0,15,14.0
26,12,785.0,15,14.0
18,94,66.0,15,14.0
10,53,50.0,15,14.0
5,92,22.0,15,14.0
2,61,66.0,15,14.0
93,8,32.0,7,6.0
68,81,59.0,7,6.0
50,28,35.0,7,6.0
41,51,59.0,7,6.0
29,25,0.0,7,6.0
1,91,66.0,7,6.0
49,84,18.0,3,2.0
98,78,47.0,15,14.0
96,61,5.0,15,14.0
89,46,774.0,15,14.0
88,2,48.0,15,14.0
87,0,51.0,15,14.0
81,85,10.0,15,14.0
79,12,30.0,15,14.0
75,8,62.0,15,14.0
71,84,51.0,15,14.0
70,72,31.0,15,14.0
69,80,48.0,15,14.0
68,22,785.0,15,14.0
64,82,51.0,15,14.0
63,51,785.0,15,14.0
62,4,51.0,15,14.0
59,93,51.0,15,14.0
57,42,785.0,15,14.0
54,86,37.0,15,14.0
53,60,66.0,15,14.0
50,20,66.0,15,14.0
49,45,21.0,15,14.0
48,66,66.0,15,14.0
47,35,45.0,15,14.0
40,99,785.0,15,14.0
38,14,36.0,15,14.0
36,43,29.0,15,14.0
31,37,17.0,15,14.0
27,15,14.0,15,14.0
26,13,10.0,15,14.0
24,83,66.0,15,14.0
21,7,44.0,15,14.0
18,16,51.0,15,14.0
3,97,66.0,15,14.0
94,25,7.0,7,6.0
92,95,37.0,7,6.0
76,77,73.0,7,6.0
74,28,7.0,7,6.0
73,17,0.0,7,6.0
67,91,33.0,7,6.0
58,90,58.0,7,6.0
52,56,30.0,7,6.0
41,30,34.0,7,6.0
39,23,0.0,7,6.0
11,44,74.0,7,6.0
1,34,44.0,7,6.0
32,9,39.0,4,3.0
10,29,65.0,2,1.0
