src,dst,spec,used_slot,tfk_slot
0,41,14.0,7,6.0
0,59,44.0,7,6.0
0,62,28.0,7,6.0
0,67,21.0,7,6.0
0,72,0.0,4,3.0
0,93,37.0,7,6.0
1,3,59.0,7,6.0
1,17,19.0,7,6.0
1,34,29.0,7,6.0
1,37,36.0,15,14.0
1,91,52.0,7,6.0
2,12,0.0,4,3.0
2,82,7.0,3,2.0
2,84,29.0,4,3.0
2,91,22.0,7,6.0
3,9,40.0,4,3.0
3,13,74.0,2,1.0
3,21,66.0,7,6.0
3,97,0.0,15,14.0
4,20,51.0,4,3.0
4,21,26.0,3,2.0
4,33,59.0,7,6.0
4,67,4.0,7,6.0
4,81,44.0,7,6.0
4,90,29.0,15,14.0
4,93,11.0,7,6.0
5,28,7.0,7,6.0
5,68,21.0,7,6.0
5,92,51.0,15,14.0
6,12,11.0,7,6.0
6,60,51.0,15,14.0
6,95,7.0,4,3.0
7,29,4.0,4,3.0
7,52,66.0,15,14.0
7,55,51.0,15,14.0
8,2,66.0,15,14.0
8,26,10.0,4,3.0
9,2,33.0,7,6.0
9,15,74.0,7,6.0
9,18,6.0,2,1.0
9,35,4.0,2,1.0
9,51,22.0,4,3.0
9,52,2.0,2,1.0
9,73,8.0,7,6.0
10,1,26.0,3,2.0
10,15,15.0,7,6.0
10,18,2.0,4,3.0
10,43,10.0,4,3.0
10,46,22.0,3,2.0
10,53,59.0,15,14.0
10,75,42.0,2,1.0
10,76,39.0,3,2.0
10,91,31.0,7,6.0
11,15,0.0,15,14.0
11,67,74.0,7,6.0
12,10,7.0,3,2.0
12,34,25.0,4,3.0
13,17,37.0,7,6.0
13,81,66.0,7,6.0
13,82,10.0,4,3.0
13,91,0.0,7,6.0
14,2,11.0,7,6.0
14,7,36.0,15,14.0
14,12,18.0,7,6.0
15,12,29.0,7,6.0
15,52,51.0,15,14.0
16,9,15.0,7,6.0
16,33,4.0,4,3.0
16,65,58.0,7,6.0
17,85,44.0,15,14.0
18,16,66.0,15,14.0
19,13,30.0,7,6.0
19,41,25.0,4,3.0
19,84,37.0,2,1.0
20,0,55.0,4,3.0
21,6,0.0,7,6.0
21,29,74.0,7,6.0
21,34,7.0,4,3.0
22,80,43.0,4,3.0
23,8,14.0,7,6.0
23,27,74.0,7,6.0
23,41,21.0,4,3.0
23,51,45.0,7,6.0
23,69,67.0,7,6.0
23,74,30.0,15,14.0
23,93,52.0,4,3.0
24,83,5.99999999999,15,14.0
25,10,0.0,2,1.0
25,20,2.0,15,14.0
25,41,59.0,7,6.0
25,72,37.0,15,14.0
25,88,66.0,15,14.0
25,94,22.0,15,14.0
26,12,51.0,15,14.0
26,13,15.0,15,14.0
26,16,32.0,15,14.0
26,94,74.0,7,6.0
27,3,25.0,15,14.0
27,11,19.0,2,1.0
27,17,4.0,15,14.0
27,29,44.0,7,6.0
27,82,51.0,15,14.0
27,85,0.0,4,3.0
28,2,4.0,3,2.0
28,36,0.0,4,3.0
28,78,47.0,4,3.0
29,25,52.0,7,6.0
29,31,29.0,4,3.0
29,92,8.0,7,6.0
29,96,66.0,7,6.0
30,10,47.0,4,3.0
30,31,0.0,15,14.0
30,40,28.0,15,14.0
31,37,51.0,15,14.0
31,38,66.0,15,14.0
31,42,33.0,2,1.0
31,95,22.0,7,6.0
32,9,70.0,4,3.0
32,16,8.0,7,6.0
32,38,21.0,15,14.0
32,45,56.0,3,2.0
32,81,0.0,7,6.0
32,91,59.0,7,6.0
33,22,48.0,4,3.0
33,26,66.0,7,6.0
33,53,52.0,7,6.0
33,88,0.0,4,3.0
33,97,22.0,7,6.0
34,15,44.0,7,6.0
34,18,13.0,7,6.0
34,44,20.0,3,2.0
34,56,0.0,7,6.0
34,93,59.0,7,6.0
35,32,74.0,7,6.0
35,74,59.0,7,6.0
35,98,40.0,4,3.0
36,22,21.0,7,6.0
36,43,66.0,15,14.0
36,76,4.0,15,14.0
36,82,43.0,4,3.0
36,92,28.0,15,14.0
37,38,2.0,4,3.0
37,82,66.0,15,14.0
37,95,29.0,4,3.0
37,96,0.0,2,1.0
38,14,51.0,15,14.0
38,32,36.0,15,14.0
39,7,17.0,15,14.0
39,12,36.0,15,14.0
39,23,59.0,7,6.0
39,28,33.0,3,2.0
39,42,0.0,3,2.0
39,57,66.0,15,14.0
40,21,11.0,15,14.0
40,36,47.0,4,3.0
40,58,66.0,15,14.0
40,99,51.0,15,14.0
41,18,52.0,7,6.0
41,28,37.0,7,6.0
41,51,7.0,7,6.0
41,73,29.0,7,6.0
41,88,44.0,7,6.0
42,49,66.0,15,14.0
42,55,36.0,15,14.0
43,5,14.0,7,6.0
43,14,3.0,7,6.0
43,15,22.0,7,6.0
43,46,0.0,3,2.0
43,63,36.0,15,14.0
44,20,38.0,7,6.0
44,24,52.0,7,6.0
44,56,45.0,7,6.0
44,61,23.0,15,14.0
44,84,0.0,4,3.0
44,90,59.0,7,6.0
45,11,17.0,2,1.0
45,18,37.0,15,14.0
45,68,59.0,15,14.0
46,8,36.0,15,14.0
46,16,25.0,7,6.0
46,35,52.0,7,6.0
46,56,66.0,15,14.0
47,1,66.0,15,14.0
47,5,0.0,7,6.0
47,22,14.0,7,6.0
47,23,7.0,7,6.0
47,28,22.0,3,2.0
47,34,40.0,4,3.0
47,35,25.0,15,14.0
47,76,51.0,15,14.0
47,93,44.0,7,6.0
48,8,21.0,15,14.0
48,9,51.0,15,14.0
48,35,6.0,4,3.0
48,86,36.0,15,14.0
49,28,51.0,15,14.0
49,33,15.0,7,6.0
49,45,22.0,15,14.0
49,77,12.0,3,2.0
49,84,42.0,3,2.0
50,5,32.0,15,14.0
50,19,51.0,15,14.0
50,20,66.0,15,14.0
50,26,8.0,2,1.0
50,28,25.0,7,6.0
50,39,10.0,7,6.0
50,94,47.0,4,3.0
51,22,0.0,7,6.0
51,33,74.0,7,6.0
52,29,37.0,7,6.0
52,56,22.0,7,6.0
52,75,4.0,15,14.0
52,95,33.0,4,3.0
53,9,26.0,7,6.0
53,21,36.0,15,14.0
53,22,7.0,7,6.0
53,24,74.0,7,6.0
53,82,14.0,7,6.0
54,1,0.0,15,14.0
54,9,66.0,4,3.0
54,55,21.0,15,14.0
54,86,51.0,15,14.0
55,48,66.0,15,14.0
55,62,6.0,15,14.0
56,37,8.0,7,6.0
57,11,36.0,15,14.0
57,17,29.0,7,6.0
57,42,51.0,15,14.0
57,55,2.0,4,3.0
57,94,7.0,7,6.0
58,6,19.0,2,1.0
58,21,59.0,7,6.0
58,54,36.0,15,14.0
58,74,0.0,15,14.0
58,90,51.0,7,6.0
58,93,29.0,4,3.0
59,4,66.0,15,14.0
59,24,37.0,7,6.0
59,30,51.0,15,14.0
59,44,4.0,15,14.0
60,11,21.0,15,14.0
60,19,0.0,15,14.0
60,37,17.0,4,3.0
60,80,66.0,15,14.0
62,3,44.0,15,14.0
62,5,74.0,7,6.0
62,24,59.0,15,14.0
62,67,40.0,4,3.0
62,88,38.0,2,1.0
63,6,21.0,15,14.0
63,35,0.0,4,3.0
63,38,6.00000000001,15,14.0
63,51,52.0,15,14.0
64,23,0.0,7,6.0
64,25,17.0,4,3.0
64,29,59.0,7,6.0
64,34,66.0,15,14.0
64,77,44.0,15,14.0
64,82,21.0,15,14.0
64,86,15.0,2,1.0
65,14,29.0,7,6.0
65,28,74.0,7,6.0
65,35,66.0,7,6.0
65,57,14.0,15,14.0
65,91,38.0,7,6.0
65,95,51.0,7,6.0
66,17,59.0,15,14.0
66,22,52.0,3,2.0
66,33,29.0,15,14.0
66,35,10.0,15,14.0
66,41,0.0,7,6.0
66,93,74.0,7,6.0
67,61,0.0,4,3.0
67,86,29.0,7,6.0
67,91,14.0,7,6.0
68,22,28.0,15,14.0
