src,dst,spec,used_slot,tfk_slot
42,55,88.0,15,14.0
11,15,778.0,15,14.0
99,80,91.0,7,6.0
98,72,40.0,7,6.0
97,84,70.0,7,6.0
96,66,49.0,7,6.0
94,79,92.0,7,6.0
93,8,59.0,7,6.0
90,92,789.0,7,6.0
88,0,794.0,7,6.0
87,29,794.0,7,6.0
86,37,48.0,7,6.0
83,82,88.0,7,6.0
81,25,42.0,7,6.0
78,48,786.0,7,6.0
77,65,80.0,7,6.0
76,7,775.0,7,6.0
75,95,793.0,7,6.0
74,28,94.0,7,6.0
73,17,88.0,7,6.0
71,10,52.0,7,6.0
69,85,70.0,7,6.0
68,33,58.0,7,6.0
67,91,60.0,7,6.0
64,38,793.0,7,6.0
61,12,54.0,7,6.0
59,24,19.0,7,6.0
57,6,8.0,7,6.0
52,56,24.0,7,6.0
51,22,91.0,7,6.0
46,35,62.0,7,6.0
44,20,74.0,7,6.0
43,5,91.0,7,6.0
34,18,66.0,7,6.0
32,16,85.0,7,6.0
30,60,62.0,7,6.0
14,2,81.0,7,6.0
1,3,793.0,7,6.0
89,47,47.0,4,3.0
70,36,88.0,4,3.0
62,40,8.0,4,3.0
58,53,797.0,4,3.0
54,9,796.0,4,3.0
49,39,77.0,4,3.0
45,13,21.0,4,3.0
27,21,77.0,4,3.0
23,41,28.0,4,3.0
50,63,15.0,2,1.0
38,14,778.0,15,14.0
99,23,793.0,7,6.0
98,3,52.0,7,6.0
95,88,42.0,7,6.0
94,68,42.0,7,6.0
90,35,83.0,7,6.0
87,60,787.0,7,6.0
86,80,793.0,7,6.0
84,71,24.0,7,6.0
83,29,72.0,7,6.0
79,9,43.0,7,6.0
78,24,7.0,7,6.0
77,40,29.0,7,6.0
75,81,786.0,7,6.0
73,15,37.0,7,6.0
69,96,59.0,7,6.0
67,72,780.0,7,6.0
66,6,793.0,7,6.0
65,28,87.0,7,6.0
64,20,62.0,7,6.0
59,42,5.00000000001,7,6.0
57,17,786.0,7,6.0
53,82,70.0,7,6.0
52,76,66.0,7,6.0
51,33,84.0,7,6.0
48,45,51.0,7,6.0
47,22,793.0,7,6.0
46,16,92.0,7,6.0
44,56,65.0,7,6.0
41,55,50.0,7,6.0
39,8,70.0,7,6.0
36,85,81.0,7,6.0
34,93,43.0,7,6.0
27,5,12.0,7,6.0
18,11,42.0,7,6.0
13,91,67.0,7,6.0
12,61,67.0,7,6.0
7,92,782.0,7,6.0
97,21,39.0,4,3.0
70,43,51.0,4,3.0
54,37,11.0,4,3.0
30,10,14.0,4,3.0
25,26,77.0,4,3.0
4,62,37.0,4,3.0
2,58,45.0,4,3.0
89,49,65.0,3,2.0
63,74,49.0,3,2.0
50,1,41.0,3,2.0
99,81,52.0,7,6.0
96,89,70.0,7,6.0
94,51,65.0,7,6.0
90,95,782.0,7,6.0
88,72,787.0,7,6.0
85,91,793.0,7,6.0
83,6,58.0,7,6.0
80,37,39.0,7,6.0
78,16,70.0,7,6.0
76,3,77.0,7,6.0
73,84,63.0,7,6.0
71,8,81.0,7,6.0
68,17,70.0,7,6.0
66,24,786.0,7,6.0
65,14,15.0,7,6.0
61,98,793.0,7,6.0
59,75,74.0,7,6.0
58,42,38.0,7,6.0
52,77,46.0,7,6.0
50,28,51.0,7,6.0
48,19,793.0,7,6.0
46,67,787.0,7,6.0
43,38,55.0,7,6.0
36,86,60.0,7,6.0
35,74,74.0,7,6.0
34,56,57.0,7,6.0
33,97,92.0,7,6.0
29,92,61.0,7,6.0
25,55,81.0,7,6.0
13,60,81.0,7,6.0
10,15,67.0,7,6.0
9,2,70.0,7,6.0
7,5,793.0,7,6.0
93,40,36.0,4,3.0
87,53,35.0,4,3.0
79,45,28.0,4,3.0
70,1,69.0,4,3.0
69,54,36.0,4,3.0
63,20,81.0,4,3.0
47,49,73.0,4,3.0
39,32,54.0,4,3.0
30,23,58.0,4,3.0
27,64,69.0,4,3.0
18,22,62.0,4,3.0
11,4,63.0,4,3.0
57,21,2.00000000001,3,2.0
31,12,35.0,3,2.0
26,0,31.0,3,2.0
62,82,0.0,2,1.0
98,55,4.0,7,6.0
94,25,49.0,7,6.0
88,90,53.0,7,6.0
83,84,81.0,7,6.0
79,6,73.0,7,6.0
76,77,789.0,7,6.0
75,3,66.0,7,6.0
70,86,33.0,7,6.0
68,81,793.0,7,6.0
66,72,773.0,7,6.0
60,51,45.0,7,6.0
56,37,788.0,7,6.0
52,29,81.0,7,6.0
46,7,17.0,7,6.0
44,24,793.0,7,6.0
43,15,0.0,7,6.0
41,28,793.0,7,6.0
36,22,31.0,7,6.0
33,26,70.0,7,6.0
23,69,50.0,7,6.0
20,8,51.0,7,6.0
19,17,62.0,7,6.0
16,9,63.0,7,6.0
11,85,51.0,7,6.0
10,91,18.0,7,6.0
5,50,70.0,7,6.0
4,42,29.0,7,6.0
1,34,88.0,7,6.0
0,67,53.0,7,6.0
