beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,771.0,166856.0,771.0,0.0,0.0,0.0,693.0,130656.0,693.0
1e-05,771.0,168456.0,772.68456,0.0,0.0,0.0,689.0,131256.0,690.31256
2e-05,771.0,165055.0,774.3011,0.0,0.0,0.0,686.0,162963.0,689.25926
4e-05,771.0,170856.0,777.83424,0.0,0.0,0.0,684.0,120856.0,688.83424
8e-05,771.0,166656.0,784.33248,0.0,0.0,0.0,692.0,130456.0,702.43648
0.0001,771.0,168656.0,787.8656,0.0,0.0,0.0,687.0,128856.0,699.8856
0.0002,771.0,176453.0,806.2906,0.0,0.0,0.0,689.0,132456.0,715.4912
0.0004,770.0,180353.0,842.1412,0.0,0.0,0.0,682.0,132356.0,734.9424
0.0008,770.0,180753.0,914.6024,0.0,0.0,0.0,659.0,174062.0,798.2496
0.001,770.0,181853.0,951.853,0.0,0.0,0.0,690.0,135256.0,825.256
0.002,765.0,186652.0,1138.304,0.0,0.0,0.0,646.0,181833.0,1009.666
0.004,752.0,191342.0,1517.368,0.0,0.0,0.0,623.0,184536.0,1361.144
0.008,624.0,212096.0,2320.768,0.0,0.0,0.0,554.0,195301.0,2116.408
0.01,544.0,221079.0,2754.79,0.0,0.0,0.0,481.0,199709.0,2478.09
0.02,478.0,226234.0,5002.68,0.0,0.0,0.0,455.0,203178.0,4518.56
0.04,471.0,226625.0,9536.0,0.0,0.0,0.0,380.0,206314.0,8632.56
0.08,472.0,226630.0,18602.4,0.0,0.0,0.0,379.0,204133.0,16709.64
0.1,473.0,226840.0,23157.0,0.0,0.0,0.0,379.0,204133.0,20792.3
0.2,472.0,226844.0,45840.8,0.0,0.0,0.0,379.0,204133.0,41205.6
0.4,473.0,226941.0,91249.4,0.0,0.0,0.0,379.0,204133.0,82032.2
1.0,463.0,227241.0,227704.0,0.0,0.0,0.0,379.0,204133.0,204512.0
10.0,465.0,226740.0,2267865.0,0.0,0.0,0.0,378.0,204633.0,2046708.0
