beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,3850.0,487900.0,3850.0,3469.0,440725.0,3469.0
0.005,3853.0,493200.0,6319.0,3459.0,442700.0,5672.5
0.01,3844.0,495200.0,8796.0,3436.0,445450.0,7890.5
0.015,3835.0,496175.0,11277.625,3455.0,446650.0,10154.75
0.02,3815.0,498475.0,13784.5,3423.0,443550.0,12294.0
0.025,3831.0,497950.0,16279.75,3426.0,442375.0,14485.375
0.03,3823.0,497625.0,18751.75,3437.0,446475.0,16831.25
0.035,3810.0,497525.0,21223.375,3414.0,443750.0,18945.25
0.04,3116.0,516275.0,23767.0,2944.0,456825.0,21217.0
0.045,1714.0,552850.0,26592.25,2344.0,487275.0,24271.375
0.05,1322.0,562850.0,29464.5,2065.0,502825.0,27206.25
0.055,1233.0,568475.0,32499.125,2055.0,503300.0,29736.5
0.06,1279.0,564850.0,35170.0,2018.0,502775.0,32184.5
0.065,1266.0,566325.0,38077.125,2071.0,504850.0,34886.25
0.07,1262.0,566525.0,40918.75,2030.0,504425.0,37339.75
0.075,1263.0,566400.0,43743.0,2128.0,501825.0,39764.875
0.08,1281.0,565600.0,46529.0,1997.0,507825.0,42623.0
0.085,1289.0,565875.0,49388.375,2028.0,505650.0,45008.25
0.09,1319.0,563325.0,52018.25,2043.0,504975.0,47490.75
0.095,1354.0,563400.0,54877.0,2179.0,497950.0,49484.25
0.1,1293.0,564850.0,57778.0,2117.0,501125.0,52229.5
0.15,1280.0,565250.0,86067.5,2112.0,501975.0,77408.25
0.2,1233.0,567725.0,114778.0,2102.0,501350.0,102372.0
0.25,1251.0,566775.0,142944.75,2038.0,504300.0,128113.0
0.3,1242.0,566725.0,171259.5,2015.0,505825.0,153762.5
0.35,1237.0,567475.0,199853.25,2027.0,506800.0,179407.0
0.4,1229.0,567825.0,228359.0,2052.0,504325.0,203782.0
0.45,1228.0,567550.0,256625.5,2014.0,508050.0,230636.5
0.5,1272.0,565325.0,283934.5,2017.0,504575.0,254304.5
0.55,1242.0,567200.0,313202.0,2050.0,502500.0,278425.0
0.6,1260.0,566450.0,341130.0,2046.0,503075.0,303891.0
0.65,1232.0,566825.0,369668.25,1998.0,508875.0,332766.75
0.7,1240.0,567100.0,398210.0,2061.0,506100.0,356331.0
0.75,1254.0,566250.0,425941.5,2087.0,506050.0,381624.5
0.8,1244.0,567000.0,454844.0,2104.0,499675.0,401844.0
0.85,1238.0,567350.0,483485.5,1976.0,507200.0,433096.0
0.9,1227.0,567700.0,512157.0,2008.0,509925.0,460940.5
0.95,1227.0,567625.0,540470.75,2026.0,503850.0,480683.5
1.0,1231.0,567550.0,568781.0,2044.0,505500.0,507544.0
10.0,1217.0,567950.0,5680717.0,2014.0,507300.0,5075014.0
20.0,1230.0,567775.0,11356730.0,2043.0,504325.0,10088543.0
30.0,1256.0,566300.0,16990256.0,2035.0,502125.0,15065785.0
40.0,1238.0,566850.0,22675238.0,2048.0,504300.0,20174048.0
50.0,1240.0,567125.0,28357490.0,2035.0,505375.0,25270785.0
60.0,1248.0,566500.0,33991248.0,2100.0,506175.0,30372600.0
70.0,1239.0,566825.0,39678989.0,2093.0,502325.0,35164843.0
80.0,1250.0,567025.0,45363250.0,2036.0,507275.0,40584036.0
90.0,1245.0,566425.0,50979495.0,2031.0,504900.0,45443031.0
100.0,1248.0,566450.0,56646248.0,2062.0,503600.0,50362062.0
