Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
19783,35260,34881,10947,11243,13584,19789,35441,35145,43868,
19895,34343,33767,11204,11443,13583,19897,34573,33989,41589,
19770,36279,36192,10860,11072,13870,19781,36450,36402,46281,
