Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
14378,18525,18196,7971,8127,8719,14379,18653,18307,19956,
14067,18754,18436,7878,8026,8727,14067,18930,18537,20424,
14106,16828,16517,8020,8227,8517,14106,16942,16600,17705,
