Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
29828,63372,78364,16901,17418,23145,29844,63537,78700,122217,
29862,64392,80052,16887,16906,23504,29873,64541,80382,125800,
30107,65095,81990,16950,16974,23781,30116,65235,82259,129847,
