#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11296.0,577119.0,11296.0,0.0,0.0,0.0,10225.0,456119.0,10225.0
2.0,14346.0,994619.0,14346.0,0.0,0.0,0.0,13056.0,769919.0,13056.0
4.0,17876.0,1660843.0,17876.0,0.0,0.0,0.0,16736.0,1328451.0,16736.0
6.0,17927.0,1727141.0,17927.0,0.0,0.0,0.0,16781.0,1346451.0,16781.0
8.0,19345.0,2584769.0,19345.0,0.0,0.0,0.0,18389.0,2345953.0,18389.0
10.0,19344.0,2588988.0,19344.0,0.0,0.0,0.0,18387.0,2347251.0,18387.0
12.0,19344.0,2588988.0,19344.0,0.0,0.0,0.0,18387.0,2347251.0,18387.0
14.0,19340.0,2592187.0,19340.0,0.0,0.0,0.0,18351.0,2348293.0,18351.0
16.0,19717.0,3241679.0,19717.0,0.0,0.0,0.0,19392.0,3195220.0,19392.0
18.0,19717.0,3241679.0,19717.0,0.0,0.0,0.0,19392.0,3195220.0,19392.0
20.0,19716.0,3245168.0,19716.0,0.0,0.0,0.0,19268.0,3173151.0,19268.0
