#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,11289.0,578071.0,11289.0,0.0,0.0,0.0,10252.0,469971.0,10252.0
2.0,14355.0,994571.0,14355.0,0.0,0.0,0.0,13227.0,794471.0,13227.0
4.0,17824.0,1663539.0,17824.0,0.0,0.0,0.0,16709.0,1328076.0,16709.0
6.0,17889.0,1727828.0,17889.0,0.0,0.0,0.0,16740.0,1341076.0,16740.0
8.0,19347.0,2559837.0,19347.0,0.0,0.0,0.0,18348.0,2238865.0,18348.0
10.0,19347.0,2564415.0,19347.0,0.0,0.0,0.0,18348.0,2238865.0,18348.0
12.0,19347.0,2564415.0,19347.0,0.0,0.0,0.0,18348.0,2238865.0,18348.0
14.0,19351.0,2569754.0,19351.0,0.0,0.0,0.0,18438.0,2467492.0,18438.0
16.0,19686.0,3219996.0,19686.0,0.0,0.0,0.0,19409.0,3185156.0,19409.0
18.0,19686.0,3219996.0,19686.0,0.0,0.0,0.0,19409.0,3185156.0,19409.0
20.0,19686.0,3206186.0,19686.0,0.0,0.0,0.0,19256.0,3151818.0,19256.0
