beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0001,233.0,176250.0,250.625,212.0,160500.0,228.05
0.0002,232.0,177750.0,267.55,209.0,157000.0,240.4
0.0003,232.0,178000.0,285.4,208.0,155250.0,254.575
0.0004,231.0,184250.0,304.7,205.0,170750.0,273.3
0.0005,227.0,192750.0,323.375,197.0,165750.0,279.875
0.0006,225.0,195500.0,342.3,192.0,166750.0,292.05
0.0007,224.0,197750.0,362.425,195.0,167250.0,312.075
0.0008,223.0,198500.0,381.8,190.0,168250.0,324.6
0.0009,222.0,200500.0,402.45,189.0,167250.0,339.525
0.001,220.0,202750.0,422.75,182.0,174250.0,356.25
0.0011,220.0,202750.0,443.025,183.0,174500.0,374.95
0.0012,217.0,204750.0,462.7,181.0,171000.0,386.2
0.0013,214.0,208000.0,484.4,175.0,172000.0,398.6
0.0014,201.0,216000.0,503.4,169.0,181000.0,422.4
0.0015,202.0,215750.0,525.625,176.0,182250.0,449.375
0.0016,201.0,216000.0,546.6,173.0,180500.0,461.8
0.0017,200.0,216750.0,568.475,168.0,188000.0,487.6
0.0018,200.0,216750.0,590.15,167.0,187500.0,504.5
0.0019,198.0,217750.0,611.725,172.0,176750.0,507.825
0.002,196.0,218750.0,633.5,167.0,182000.0,531.0
0.0021,193.0,220250.0,655.525,158.0,185250.0,547.025
0.0022,198.0,218000.0,677.6,160.0,181250.0,558.75
0.0023,193.0,220250.0,699.575,158.0,186000.0,585.8
0.0024,193.0,220250.0,721.6,159.0,185500.0,604.2
0.0025,192.0,220500.0,743.25,164.0,184000.0,624.0
0.0026,186.0,223250.0,766.45,159.0,183000.0,634.8
0.0027,191.0,221000.0,787.7,160.0,185250.0,660.175
0.0028,186.0,223250.0,811.1,155.0,181250.0,662.5
0.0029,183.0,224000.0,832.6,156.0,191500.0,711.35
0.003,183.0,224000.0,855.0,154.0,191000.0,727.0
0.0031,186.0,223250.0,878.075,157.0,182500.0,722.75
0.0032,186.0,223250.0,900.4,158.0,182750.0,742.8
0.0033,185.0,223250.0,921.725,150.0,186000.0,763.8
0.0034,181.0,224500.0,944.3,160.0,182500.0,780.5
0.0035,183.0,224000.0,967.0,155.0,190750.0,822.625
0.0036,181.0,224500.0,989.2,159.0,182250.0,815.1
0.0037,178.0,225500.0,1012.35,151.0,185500.0,837.35
0.0038,181.0,224500.0,1034.1,157.0,184750.0,859.05
0.0039,178.0,225500.0,1057.45,150.0,185250.0,872.475
0.004,174.0,226500.0,1080.0,162.0,185000.0,902.0
0.0041,165.0,228750.0,1102.875,136.0,195250.0,936.525
0.0042,173.0,226750.0,1125.35,146.0,193750.0,959.75
0.0043,165.0,228750.0,1148.625,138.0,195750.0,979.725
0.0044,159.0,230250.0,1172.1,136.0,189500.0,969.8
0.0045,169.0,227750.0,1193.875,149.0,195000.0,1026.5
0.0046,165.0,228750.0,1217.25,136.0,195250.0,1034.15
0.0047,160.0,229750.0,1239.825,142.0,188750.0,1029.125
0.0048,160.0,229750.0,1262.8,141.0,190000.0,1053.0
0.0049,164.0,228500.0,1283.65,150.0,186750.0,1065.075
