src,dst,spec,core_src,core_dst,used_slot,tfk_slot
0,8,0,1,2,2,1.0
0,10,23,2,1,17,16.0
0,13,51,2,1,13,12.0
0,17,20,1,2,2,1.0
0,28,64,1,2,16,15.0
0,39,40,2,2,3,2.0
0,41,27,0,2,7,6.0
0,42,17,0,0,10,9.0
0,47,65,2,1,11,10.0
0,49,2,1,2,2,1.0
0,53,5,2,0,18,17.0
0,55,64,0,0,16,15.0
0,59,47,0,0,17,16.0
0,64,6,1,1,5,4.0
0,66,35,0,2,12,11.0
0,80,30,1,1,9,8.0
0,83,45,1,0,19,18.0
1,8,29,2,1,7,6.0
1,13,19,2,1,8,7.0
1,19,14,0,0,9,8.0
1,34,0,0,1,2,1.0
1,52,67,1,2,2,1.0
1,65,27,2,2,2,1.0
1,78,3,0,0,11,10.0
1,91,10,2,2,5,4.0
1,98,69,1,0,11,10.0
2,10,60,2,2,7,6.0
2,55,2,2,2,2,1.0
2,56,50,0,2,14,13.0
3,17,56,1,1,12,11.0
3,20,0,1,2,9,8.0
3,21,13,1,2,18,17.0
3,30,6,0,0,13,12.0
3,48,39,2,2,14,13.0
3,55,19,0,0,17,16.0
3,66,24,2,1,8,7.0
3,82,70,0,0,10,9.0
4,2,7,0,0,11,10.0
4,7,47,2,1,2,1.0
4,19,40,0,0,13,12.0
4,24,36,2,2,9,8.0
4,25,23,2,2,13,12.0
4,29,21,0,2,19,18.0
4,37,21,2,2,2,1.0
4,49,64,2,2,16,15.0
4,56,18,1,0,15,14.0
4,73,0,1,2,2,1.0
4,83,0,2,1,9,8.0
4,94,19,2,2,2,1.0
4,96,4,1,1,2,1.0
5,88,11,2,2,2,1.0
5,99,2,1,2,2,1.0
6,0,22,1,1,8,7.0
6,2,6,2,1,9,8.0
6,15,73,0,2,7,6.0
6,24,0,1,2,2,1.0
6,37,2,1,1,20,19.0
6,38,48,1,2,2,1.0
6,40,71,2,2,9,8.0
6,45,30,1,2,2,1.0
6,47,10,0,0,24,23.0
6,52,32,1,2,16,15.0
6,60,65,1,2,15,14.0
6,62,39,0,1,10,9.0
6,68,34,0,2,5,4.0
6,78,49,0,0,14,13.0
7,50,66,2,2,12,11.0
7,54,14,2,1,16,15.0
7,64,0,2,2,2,1.0
7,71,0,1,2,2,1.0
7,72,53,1,0,13,12.0
7,73,10,2,1,4,3.0
7,75,58,0,1,15,14.0
7,77,66,1,1,14,13.0
7,83,49,1,2,4,3.0
7,84,2,0,0,13,12.0
7,91,17,0,1,8,7.0
7,94,42,2,0,24,23.0
8,17,21,1,1,8,7.0
9,3,0,2,0,2,1.0
9,8,58,1,1,13,12.0
9,16,0,1,2,6,5.0
9,25,71,1,2,9,8.0
9,26,22,0,1,24,23.0
9,27,18,1,1,21,20.0
9,51,3,2,1,11,10.0
9,71,14,2,1,18,17.0
9,72,50,2,2,15,14.0
9,80,39,1,1,10,9.0
9,87,6,1,1,12,11.0
9,91,49,1,1,9,8.0
10,1,23,0,1,20,19.0
10,3,74,1,2,3,2.0
10,19,1,0,2,5,4.0
10,26,0,1,2,2,1.0
10,33,49,2,2,2,1.0
10,39,47,2,1,2,1.0
10,46,40,2,0,7,6.0
10,58,66,0,2,10,9.0
10,60,0,2,2,8,7.0
10,61,26,2,2,14,13.0
10,62,51,2,2,9,8.0
10,79,44,0,2,6,5.0
10,82,11,0,1,12,11.0
10,84,67,2,0,13,12.0
11,7,25,2,1,7,6.0
11,25,0,1,0,2,1.0
11,39,13,2,2,4,3.0
12,2,70,1,1,10,9.0
12,3,9,1,1,3,2.0
12,8,38,0,1,15,14.0
12,15,67,1,2,2,1.0
12,31,0,1,2,9,8.0
12,39,2,0,1,2,1.0
12,45,45,1,0,22,21.0
12,52,30,0,1,8,7.0
12,67,37,2,2,25,24.0
12,70,28,0,1,2,1.0
12,90,62,2,2,18,17.0
12,92,15,2,2,13,12.0
12,95,14,1,1,21,20.0
12,96,0,0,1,2,1.0
