src,dst,spec,core_src,core_dst,used_slot,tfk_slot
0,8,20,1,0,2,1.0
0,9,7,2,0,13,12.0
0,10,63,0,1,17,16.0
0,13,67,1,1,13,12.0
0,17,0,1,2,2,1.0
0,28,44,2,1,16,15.0
0,39,4,1,1,3,2.0
0,41,27,2,2,7,6.0
0,42,35,1,1,10,9.0
0,47,9,1,0,11,10.0
0,49,2,1,1,2,1.0
0,53,49,1,2,18,17.0
0,55,47,0,2,16,15.0
0,59,0,0,2,17,16.0
0,64,2,2,2,5,4.0
0,66,27,0,2,12,11.0
0,80,23,1,2,9,8.0
0,83,61,2,1,19,18.0
1,8,58,1,2,7,6.0
1,13,52,2,2,8,7.0
1,19,34,1,0,9,8.0
1,34,9,1,1,2,1.0
1,52,66,1,2,2,1.0
1,65,0,2,1,2,1.0
1,78,44,1,2,11,10.0
1,91,75,2,0,5,4.0
1,98,69,0,0,11,10.0
2,10,31,0,1,7,6.0
2,55,17,1,2,2,1.0
2,56,66,1,1,14,13.0
3,17,43,2,2,12,11.0
3,20,51,0,1,9,8.0
3,30,4,0,1,13,12.0
3,48,56,2,0,14,13.0
3,55,63,0,1,17,16.0
3,59,13,2,0,27,26.0
3,66,15,1,1,8,7.0
3,82,70,2,0,10,9.0
4,2,41,1,1,11,10.0
4,7,2,2,2,2,1.0
4,14,64,2,2,12,11.0
4,19,50,2,0,13,12.0
4,24,4,2,2,9,8.0
4,25,67,1,1,13,12.0
4,29,16,2,1,19,18.0
4,37,14,2,0,2,1.0
4,49,4,1,1,16,15.0
4,56,35,0,1,15,14.0
4,73,35,2,0,2,1.0
4,83,39,2,1,9,8.0
4,94,0,2,0,2,1.0
4,96,0,0,2,2,1.0
5,88,54,2,2,2,1.0
5,99,4,2,1,2,1.0
6,2,56,2,2,9,8.0
6,15,58,0,0,7,6.0
6,24,2,1,1,2,1.0
6,34,30,0,0,2,1.0
6,37,55,1,2,20,19.0
6,38,35,1,0,2,1.0
6,40,65,2,1,9,8.0
6,41,20,0,2,4,3.0
6,45,75,1,0,2,1.0
6,47,23,2,1,24,23.0
6,50,11,2,1,8,7.0
6,52,32,0,1,16,15.0
6,60,37,1,1,15,14.0
6,62,25,1,2,10,9.0
6,68,0,0,2,5,4.0
