beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,934.0,228800.0,934.0,828.0,205100.0,828.0
0.005,930.0,237000.0,2115.0,819.0,211400.0,1876.0
0.01,912.0,240000.0,3312.0,812.0,212000.0,2932.0
0.015,908.0,240300.0,4512.5,803.0,213000.0,3998.0
0.02,906.0,240500.0,5716.0,805.0,213600.0,5077.0
0.025,899.0,240900.0,6921.5,793.0,211500.0,6080.5
0.03,905.0,240700.0,8126.0,802.0,212300.0,7171.0
0.035,898.0,240800.0,9326.0,792.0,211100.0,8180.5
0.04,898.0,240800.0,10530.0,795.0,212500.0,9295.0
0.045,846.0,242100.0,11740.5,762.0,212600.0,10329.0
0.05,846.0,242200.0,12956.0,777.0,213100.0,11432.0
0.055,852.0,242000.0,14162.0,768.0,214300.0,12554.5
0.06,852.0,242000.0,15372.0,772.0,213000.0,13552.0
0.065,843.0,242200.0,16586.0,774.0,214500.0,14716.5
0.07,861.0,241900.0,17794.0,781.0,213000.0,15691.0
0.075,858.0,241900.0,19000.5,785.0,215000.0,16910.0
0.08,846.0,242100.0,20214.0,769.0,214800.0,17953.0
0.085,847.0,242100.0,21425.5,769.0,212700.0,18848.5
0.09,844.0,242200.0,22642.0,775.0,213100.0,19954.0
0.095,856.0,242000.0,23846.0,768.0,211900.0,20898.5
0.1,852.0,242100.0,25062.0,778.0,214800.0,22258.0
0.15,858.0,242000.0,37158.0,777.0,213300.0,32772.0
0.2,844.0,242200.0,49284.0,780.0,214600.0,43700.0
0.25,847.0,242200.0,61397.0,770.0,213000.0,54020.0
0.3,848.0,242200.0,73508.0,781.0,213300.0,64771.0
0.35,844.0,242200.0,85614.0,773.0,213800.0,75603.0
0.4,842.0,242200.0,97722.0,778.0,215100.0,86818.0
0.45,844.0,242200.0,109834.0,775.0,213500.0,96850.0
0.5,841.0,242200.0,121941.0,771.0,211900.0,106721.0
0.55,849.0,242200.0,134059.0,765.0,213600.0,118245.0
0.6,842.0,242200.0,146162.0,771.0,212800.0,128451.0
0.65,846.0,242200.0,158276.0,762.0,214600.0,140252.0
0.7,843.0,242200.0,170383.0,772.0,212600.0,149592.0
0.75,842.0,242200.0,182492.0,773.0,214300.0,161498.0
0.8,844.0,242200.0,194604.0,767.0,215400.0,173087.0
0.85,846.0,242200.0,206716.0,768.0,213000.0,181818.0
0.9,845.0,242100.0,218735.0,771.0,214900.0,194181.0
0.95,845.0,242400.0,231125.0,778.0,214300.0,204363.0
1.0,847.0,242200.0,243047.0,774.0,213400.0,214174.0
10.0,858.0,242100.0,2421858.0,780.0,212900.0,2129780.0
20.0,848.0,242300.0,4846848.0,773.0,214600.0,4292773.0
30.0,847.0,242200.0,7266847.0,786.0,213900.0,6417786.0
40.0,856.0,242200.0,9688856.0,786.0,214000.0,8560786.0
50.0,846.0,242200.0,12110846.0,786.0,213700.0,10685786.0
60.0,856.0,242300.0,14538856.0,782.0,214400.0,12864782.0
70.0,842.0,242300.0,16961842.0,773.0,214200.0,14994773.0
80.0,841.0,242300.0,19384841.0,775.0,214800.0,17184775.0
90.0,847.0,242200.0,21798847.0,764.0,212900.0,19161764.0
100.0,850.0,242200.0,24220850.0,769.0,213600.0,21360769.0
