src,dst,spec,core_src,core_dst,used_slot,tfk_slot
0,8,2,1,1,2,1.0
0,9,56,2,1,13,12.0
0,10,39,2,1,17,16.0
0,13,39,1,0,13,12.0
0,17,11,1,1,2,1.0
0,28,23,1,0,16,15.0
0,39,13,2,1,3,2.0
0,41,73,0,2,7,6.0
0,42,3,0,0,10,9.0
0,47,2,2,1,11,10.0
0,49,0,1,2,2,1.0
0,53,21,2,0,18,17.0
0,55,13,0,2,16,15.0
0,59,54,0,2,17,16.0
0,64,16,2,2,5,4.0
0,66,42,0,1,12,11.0
0,80,71,2,0,9,8.0
0,83,52,1,2,19,18.0
1,8,32,1,0,7,6.0
1,13,31,2,0,8,7.0
1,19,20,0,2,9,8.0
1,34,18,2,1,2,1.0
1,52,0,2,1,2,1.0
1,65,0,1,2,2,1.0
1,78,20,2,2,11,10.0
1,91,39,1,1,5,4.0
1,98,69,2,0,11,10.0
2,10,25,2,1,7,6.0
2,55,0,1,2,2,1.0
2,56,15,0,0,14,13.0
3,17,13,0,1,12,11.0
3,20,4,0,1,9,8.0
3,21,34,1,0,18,17.0
3,30,35,2,2,13,12.0
3,48,21,2,2,14,13.0
3,55,48,2,0,17,16.0
3,59,25,0,2,27,26.0
3,66,8,2,1,8,7.0
3,82,65,2,0,10,9.0
4,7,28,1,2,2,1.0
4,14,54,0,0,12,11.0
4,19,62,2,1,13,12.0
4,24,0,0,2,9,8.0
4,25,67,0,2,13,12.0
4,29,61,1,0,19,18.0
4,37,7,2,1,2,1.0
4,49,23,0,2,16,15.0
4,56,47,2,2,15,14.0
4,73,18,2,1,2,1.0
4,83,32,1,0,9,8.0
4,94,20,2,2,2,1.0
4,96,15,2,1,2,1.0
5,88,2,2,1,2,1.0
5,99,71,1,1,2,1.0
6,0,15,2,1,8,7.0
6,2,52,1,0,9,8.0
6,15,0,0,0,7,6.0
6,24,0,2,1,2,1.0
6,37,9,0,2,20,19.0
6,38,7,0,1,2,1.0
6,40,2,2,2,9,8.0
6,41,11,2,2,4,3.0
6,45,23,2,2,2,1.0
6,47,30,0,1,24,23.0
6,52,64,0,0,16,15.0
6,60,65,2,0,15,14.0
6,62,54,0,0,10,9.0
6,68,61,1,2,5,4.0
6,78,66,1,0,14,13.0
7,50,68,1,1,12,11.0
7,54,47,2,1,16,15.0
7,64,7,2,2,2,1.0
7,71,63,2,1,2,1.0
7,72,30,2,2,13,12.0
7,73,43,2,2,4,3.0
7,75,26,1,1,15,14.0
7,77,52,1,1,14,13.0
7,83,9,2,1,4,3.0
7,84,0,0,1,13,12.0
7,91,13,2,2,8,7.0
7,94,2,1,0,24,23.0
8,17,72,0,2,8,7.0
9,3,0,2,1,2,1.0
9,8,0,1,2,13,12.0
9,16,57,2,0,6,5.0
9,25,0,0,1,9,8.0
9,26,41,0,2,24,23.0
9,27,36,2,2,21,20.0
9,44,2,2,2,3,2.0
9,51,63,2,0,11,10.0
9,52,16,2,1,2,1.0
9,71,18,2,2,18,17.0
9,72,65,0,2,15,14.0
9,75,78,2,1,2,1.0
9,78,31,1,2,2,1.0
9,80,6,2,1,10,9.0
9,87,40,1,0,12,11.0
9,91,69,1,2,9,8.0
10,1,47,0,2,20,19.0
10,3,16,2,1,3,2.0
10,19,9,2,1,5,4.0
10,26,0,2,2,2,1.0
10,32,37,2,1,15,14.0
10,33,5,2,1,2,1.0
10,34,78,2,2,2,1.0
10,39,7,2,2,2,1.0
10,58,4,1,1,10,9.0
10,60,57,1,0,8,7.0
10,61,33,0,2,14,13.0
10,62,69,2,1,9,8.0
10,79,0,0,1,6,5.0
10,84,67,1,1,13,12.0
10,92,2,1,2,2,1.0
11,7,41,1,1,7,6.0
11,25,19,2,2,2,1.0
11,39,9,2,2,4,3.0
12,2,5,0,0,10,9.0
12,3,3,1,2,3,2.0
12,8,65,1,1,15,14.0
12,15,40,2,1,2,1.0
12,17,50,0,2,2,1.0
12,20,2,2,1,2,1.0
12,38,63,2,0,17,16.0
12,52,32,2,2,8,7.0
12,67,6,1,2,25,24.0
12,90,52,0,1,18,17.0
12,92,26,0,2,13,12.0
12,95,42,2,2,21,20.0
12,96,22,0,1,2,1.0
12,97,70,0,1,10,9.0
13,5,34,2,2,18,17.0
13,10,14,2,1,11,10.0
13,27,65,2,1,6,5.0
13,51,2,1,1,3,2.0
13,55,38,1,1,5,4.0
13,57,0,0,1,3,2.0
13,67,77,2,2,3,2.0
13,70,25,2,0,9,8.0
13,80,44,1,1,20,19.0
13,85,52,2,2,13,12.0
13,90,5,1,2,16,15.0
13,95,21,1,2,17,16.0
14,5,30,2,1,13,12.0
14,17,3,1,1,2,1.0
14,18,7,1,1,2,1.0
14,24,23,2,2,7,6.0
14,62,10,0,0,27,26.0
14,92,15,1,2,2,1.0
14,93,67,2,0,13,12.0
14,99,46,1,0,13,12.0
15,9,9,2,0,7,6.0
15,14,5,1,1,2,1.0
15,18,3,1,2,2,1.0
15,26,47,0,1,8,7.0
15,30,54,1,0,23,22.0
15,61,67,2,2,13,12.0
15,80,65,2,0,2,1.0
15,86,33,0,2,9,8.0
16,82,78,1,1,2,1.0
16,89,7,0,1,16,15.0
17,98,30,1,2,12,11.0
18,3,6,2,2,2,1.0
18,11,8,2,1,5,4.0
18,13,65,1,0,15,14.0
18,17,9,1,2,8,7.0
18,37,0,2,2,2,1.0
18,78,0,0,0,7,6.0
18,79,48,0,2,32,31.0
18,81,27,2,2,2,1.0
18,84,8,0,2,10,9.0
19,10,2,2,2,3,2.0
19,15,21,0,2,7,6.0
19,43,19,1,2,23,22.0
19,44,32,2,2,16,15.0
19,63,5,2,1,14,13.0
19,65,61,2,0,19,18.0
20,1,65,0,1,15,14.0
20,16,0,1,1,2,1.0
20,19,42,0,1,2,1.0
20,22,25,2,2,5,4.0
20,51,0,2,1,2,1.0
20,56,65,1,1,7,6.0
20,59,13,1,1,21,20.0
20,67,52,1,0,13,12.0
20,70,30,2,2,13,12.0
20,72,72,1,1,8,7.0
20,74,48,0,1,14,13.0
20,79,46,2,2,2,1.0
20,80,34,1,0,15,14.0
20,82,0,0,2,2,1.0
21,16,18,0,1,14,13.0
21,28,69,0,0,11,10.0
21,53,35,2,1,3,2.0
21,57,20,2,2,15,14.0
21,64,67,2,0,13,12.0
21,72,0,0,1,13,12.0
21,77,32,1,1,14,13.0
21,86,6,2,0,13,12.0
21,87,51,2,1,6,5.0
22,20,63,0,2,17,16.0
22,30,54,1,2,26,25.0
23,15,0,0,1,2,1.0
23,40,26,0,0,13,12.0
23,42,34,2,0,17,16.0
23,98,42,1,2,12,11.0
24,0,30,2,0,2,1.0
24,14,45,1,2,21,20.0
24,16,76,1,2,4,3.0
24,22,2,0,1,13,12.0
24,27,67,1,0,9,8.0
24,31,6,1,2,15,14.0
24,44,30,0,1,17,16.0
24,51,48,0,2,23,22.0
24,55,42,1,2,3,2.0
24,56,31,1,1,11,10.0
24,58,23,1,1,2,1.0
24,61,33,2,1,23,22.0
24,81,2,1,2,2,1.0
24,90,71,0,1,9,8.0
25,1,52,1,0,15,14.0
25,3,52,2,0,15,14.0
25,28,0,2,2,6,5.0
25,34,7,0,1,11,10.0
25,52,16,1,0,25,24.0
25,61,43,0,0,13,12.0
25,66,2,0,2,4,3.0
25,67,9,1,1,7,6.0
25,86,21,2,1,8,7.0
25,97,0,0,2,2,1.0
26,27,55,1,0,8,7.0
26,38,0,1,2,2,1.0
26,55,63,1,2,17,16.0
26,59,2,1,2,14,13.0
26,71,63,0,0,17,16.0
26,73,22,1,0,7,6.0
26,96,29,1,1,17,16.0
27,12,0,1,2,2,1.0
27,48,14,2,2,7,6.0
27,68,25,0,0,12,11.0
27,73,28,1,2,15,14.0
27,81,58,2,0,22,21.0
27,89,23,1,1,5,4.0
27,92,8,2,1,6,5.0
28,6,40,0,2,10,9.0
28,29,18,2,2,5,4.0
28,75,5,1,0,13,12.0
29,31,2,1,0,25,24.0
30,21,6,1,1,3,2.0
30,42,29,0,2,6,5.0
30,43,44,1,2,31,30.0
30,68,18,2,2,13,12.0
30,71,0,0,0,8,7.0
30,82,43,0,2,11,10.0
31,3,52,1,1,4,3.0
31,7,0,2,2,6,5.0
31,11,25,1,2,8,7.0
31,16,47,2,2,13,12.0
31,17,0,0,2,2,1.0
31,30,50,1,2,2,1.0
31,39,30,2,2,17,16.0
31,41,33,1,0,17,16.0
31,44,56,1,2,13,12.0
31,46,72,1,0,6,5.0
31,60,73,2,1,7,6.0
31,82,78,1,2,2,1.0
31,84,21,2,2,9,8.0
31,88,27,0,1,15,14.0
31,99,69,1,1,2,1.0
32,7,52,1,0,20,19.0
32,13,3,1,0,28,27.0
32,16,66,2,1,12,11.0
32,19,46,2,1,16,15.0
32,24,27,2,1,4,3.0
32,34,32,2,0,8,7.0
32,41,18,2,2,9,8.0
32,45,0,0,2,2,1.0
32,63,2,2,0,16,15.0
32,73,7,0,2,21,20.0
32,74,40,2,2,6,5.0
32,76,72,1,2,8,7.0
32,84,62,2,2,4,3.0
32,85,51,0,1,9,8.0
32,91,0,2,2,2,1.0
32,94,60,0,0,11,10.0
33,2,0,1,2,2,1.0
33,3,8,1,1,8,7.0
33,16,41,2,1,25,24.0
33,27,42,1,0,13,12.0
33,54,18,2,2,7,6.0
33,79,26,2,2,13,12.0
34,1,39,2,2,7,6.0
34,2,53,2,1,25,24.0
34,3,1,2,2,2,1.0
34,4,41,0,1,15,14.0
34,5,11,0,2,21,20.0
34,25,29,2,2,10,9.0
34,39,20,1,1,14,13.0
34,44,2,0,1,9,8.0
34,61,56,0,1,24,23.0
34,63,0,0,1,2,1.0
34,67,69,1,1,11,10.0
34,73,0,1,2,7,6.0
34,75,50,1,1,19,18.0
35,6,14,0,1,15,14.0
35,15,59,1,0,21,20.0
36,5,73,1,1,7,6.0
36,11,14,1,1,2,1.0
36,20,2,0,2,23,22.0
36,40,45,1,2,9,8.0
36,41,16,1,2,2,1.0
36,42,18,2,1,13,12.0
36,52,61,2,2,19,18.0
36,54,25,0,1,16,15.0
36,55,0,2,0,10,9.0
36,59,0,1,2,2,1.0
36,67,38,2,1,15,14.0
36,70,55,2,1,6,5.0
36,73,7,1,1,3,2.0
36,76,54,1,2,18,17.0
36,96,41,0,2,19,18.0
37,31,69,1,0,11,10.0
37,43,4,2,2,2,1.0
37,48,73,2,2,7,6.0
37,91,29,2,0,13,12.0
38,3,59,2,1,9,8.0
38,15,7,0,0,13,12.0
38,18,20,2,0,24,23.0
38,39,46,0,1,8,7.0
38,40,44,2,0,11,10.0
38,53,2,1,2,2,1.0
38,90,71,2,0,9,8.0
39,31,60,2,2,13,12.0
40,0,32,2,0,10,9.0
40,13,0,0,1,2,1.0
40,15,14,1,1,13,12.0
40,19,39,1,0,17,16.0
40,30,4,1,1,2,1.0
40,44,55,0,0,25,24.0
40,57,13,2,2,6,5.0
40,61,2,0,0,8,7.0
40,67,56,1,2,21,20.0
40,68,7,1,2,7,6.0
40,76,34,1,2,5,4.0
40,79,10,0,2,16,15.0
40,84,56,2,2,6,5.0
40,85,0,1,1,2,1.0
40,90,27,1,1,2,1.0
41,3,68,1,1,12,11.0
41,8,4,2,1,4,3.0
41,18,17,1,1,25,24.0
41,22,28,2,0,12,11.0
41,45,40,2,2,24,23.0
41,85,60,0,1,20,19.0
41,86,42,1,2,26,25.0
42,1,11,2,0,9,8.0
42,25,67,0,1,13,12.0
42,70,10,1,2,2,1.0
42,95,35,2,0,15,14.0
43,3,67,1,0,13,12.0
43,4,0,2,2,4,3.0
43,23,2,0,2,12,11.0
43,29,48,1,1,12,11.0
43,31,0,0,1,2,1.0
43,41,0,1,0,16,15.0
43,42,37,0,1,18,17.0
43,52,28,1,1,11,10.0
43,58,20,1,0,7,6.0
43,70,16,1,2,4,3.0
43,82,6,2,0,2,1.0
43,97,39,1,2,9,8.0
43,99,42,2,1,2,1.0
44,15,20,1,0,10,9.0
44,54,78,2,2,2,1.0
45,1,2,1,1,18,17.0
45,14,18,2,1,4,3.0
45,19,15,2,1,3,2.0
45,54,2,2,2,13,12.0
45,57,37,1,0,11,10.0
45,58,20,1,1,3,2.0
45,61,56,0,0,12,11.0
45,63,18,0,0,22,21.0
45,64,4,0,0,11,10.0
45,66,1,0,0,3,2.0
46,33,19,0,1,4,3.0
46,82,54,0,2,18,17.0
47,5,0,1,2,2,1.0
47,7,21,2,2,7,6.0
47,8,71,2,2,2,1.0
47,15,56,1,0,3,2.0
47,17,54,2,1,17,16.0
47,25,39,2,2,13,12.0
47,28,13,1,2,5,4.0
47,36,31,2,2,7,6.0
47,98,21,1,2,9,8.0
48,1,44,2,1,21,20.0
48,4,22,0,2,25,24.0
48,22,42,2,2,2,1.0
48,39,0,0,0,22,21.0
48,41,50,0,0,9,8.0
48,44,20,1,0,3,2.0
48,60,59,0,2,21,20.0
48,63,65,2,2,8,7.0
48,68,57,1,0,23,22.0
48,74,0,1,1,20,19.0
48,80,35,2,2,7,6.0
49,21,9,1,1,8,7.0
49,90,39,2,0,21,20.0
50,14,0,1,1,3,2.0
50,16,40,1,0,7,6.0
50,17,47,1,0,7,6.0
50,23,63,2,1,17,16.0
50,26,48,2,0,15,14.0
50,29,30,2,1,18,17.0
50,30,18,2,0,11,10.0
50,61,32,1,0,8,7.0
50,64,31,0,0,26,25.0
50,71,22,0,0,9,8.0
50,76,18,1,0,14,13.0
50,78,0,0,1,22,21.0
50,97,4,1,1,14,13.0
51,1,20,1,1,11,10.0
51,5,56,1,1,2,1.0
51,9,78,1,1,2,1.0
51,22,7,1,0,13,12.0
51,27,9,0,0,10,9.0
51,32,71,2,0,9,8.0
51,35,58,1,0,18,17.0
51,38,54,0,0,9,8.0
51,40,19,0,2,13,12.0
51,41,0,0,1,2,1.0
51,43,8,2,2,11,10.0
51,53,5,1,1,2,1.0
51,61,20,2,1,13,12.0
51,69,42,2,2,6,5.0
51,84,31,1,2,25,24.0
51,93,2,0,0,7,6.0
51,97,37,0,1,17,16.0
52,28,2,1,1,2,1.0
52,57,48,0,0,16,15.0
53,0,13,2,1,2,1.0
53,10,12,1,0,21,20.0
53,13,52,2,0,13,12.0
53,35,38,1,0,19,18.0
