Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
22634,43067,44593,12455,12661,16305,22639,43245,44857,59264,
22549,43549,45382,12402,12564,16049,22564,43721,45634,61274,
22737,42922,44421,12447,12692,15965,22748,43092,44703,59455,
