Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
32699,72408,93569,18478,18473,25947,32713,72553,93881,152984,
32030,71354,93474,18404,19069,25979,32039,71479,93711,152338,
32539,71692,92890,18434,18441,25904,32556,71830,93134,151596,
