Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
35185,78549,104941,20106,20109,28508,35203,78687,105019,176413,
35345,78185,105097,20006,20605,28990,35359,78332,105267,177193,
35409,78178,102888,20147,20272,28406,35415,78336,103132,170430,
