Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
10811,11186,11043,6227,6297,6317,10811,11225,11090,11359,
10824,10807,10686,6249,6327,6238,10824,10830,10734,10872,
10836,11257,11107,6300,6386,6341,10836,11305,11151,11465,
