Arch2_bench1,Arch2_bench2,Arch2_sa,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch5_bench1,Arch5_bench2,Arch5_sa,total_cnk,
24989,50466,54426,13923,14280,18576,25000,50609,54698,76072,
24991,51745,57125,13833,13924,18915,25000,51866,57460,81696,
24906,51982,57963,13803,13887,18628,24922,52135,58223,84341,
