beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,4008.0,483575.0,4008.0,3640.0,440850.0,3640.0
0.005,4012.0,489725.0,6460.625,3600.0,440675.0,5803.375
0.01,4004.0,491650.0,8920.5,3596.0,444325.0,8039.25
0.015,3996.0,492800.0,11388.0,3578.0,441400.0,10199.0
0.02,3986.0,493600.0,13858.0,3569.0,442950.0,12428.0
0.025,3990.0,492975.0,16314.375,3570.0,443125.0,14648.125
0.03,3977.0,493975.0,18796.25,3574.0,442675.0,16854.25
0.035,3971.0,494900.0,21292.5,3579.0,445025.0,19154.875
0.04,3179.0,514650.0,23765.0,3054.0,457500.0,21354.0
0.045,1269.0,566025.0,26740.125,2183.0,503075.0,24821.375
0.05,1268.0,566300.0,29583.0,2122.0,504475.0,27345.75
0.055,1300.0,564400.0,32342.0,2123.0,505725.0,29937.875
0.06,1206.0,569700.0,35388.0,2001.0,507650.0,32460.0
0.065,1274.0,565400.0,38025.0,2032.0,505150.0,34866.75
0.07,1317.0,564475.0,40830.25,2202.0,502225.0,37357.75
0.075,1387.0,562175.0,43550.125,2212.0,499250.0,39655.75
0.08,1283.0,565175.0,46497.0,2126.0,503150.0,42378.0
0.085,1278.0,565725.0,49364.625,2044.0,508000.0,45224.0
0.09,1291.0,564925.0,52134.25,2114.0,503525.0,47431.25
0.095,1270.0,566125.0,55051.875,2162.0,498225.0,49493.375
0.1,1254.0,567000.0,57954.0,2039.0,505225.0,52561.5
0.15,1291.0,565600.0,86131.0,2124.0,502125.0,77442.75
0.2,1253.0,566925.0,114638.0,2028.0,511575.0,104343.0
0.25,1309.0,564825.0,142515.25,2145.0,500925.0,127376.25
0.3,1250.0,567100.0,171380.0,2151.0,503175.0,153103.5
0.35,1260.0,566275.0,199456.25,2113.0,505550.0,179055.5
0.4,1231.0,568000.0,228431.0,2089.0,505500.0,204289.0
0.45,1237.0,567500.0,256612.0,2108.0,502925.0,228424.25
0.5,1252.0,566925.0,284714.5,2082.0,506000.0,255082.0
0.55,1255.0,566675.0,312926.25,2063.0,504500.0,279538.0
0.6,1290.0,565050.0,340320.0,2130.0,505975.0,305715.0
0.65,1254.0,567125.0,369885.25,2103.0,503025.0,329069.25
0.7,1232.0,567300.0,398342.0,2071.0,506950.0,356936.0
0.75,1225.0,567775.0,427056.25,2084.0,506850.0,382221.5
0.8,1240.0,567175.0,454980.0,2084.0,504500.0,405684.0
0.85,1222.0,567850.0,483894.5,2059.0,507450.0,433391.5
0.9,1253.0,566550.0,511148.0,2105.0,506925.0,458337.5
0.95,1272.0,565225.0,538235.75,2163.0,501600.0,478683.0
1.0,1261.0,566500.0,567761.0,2206.0,501775.0,503981.0
10.0,1240.0,566925.0,5670490.0,2065.0,505450.0,5056565.0
20.0,1260.0,566750.0,11336260.0,2183.0,498350.0,9969183.0
30.0,1259.0,566125.0,16985009.0,2097.0,503675.0,15112347.0
40.0,1231.0,567550.0,22703231.0,2079.0,507400.0,20298079.0
50.0,1229.0,567400.0,28371229.0,2061.0,504775.0,25240811.0
60.0,1240.0,567175.0,34031740.0,2096.0,507975.0,30480596.0
70.0,1237.0,567625.0,39734987.0,2071.0,506000.0,35422071.0
80.0,1239.0,567750.0,45421239.0,2089.0,504925.0,40396089.0
90.0,1249.0,566950.0,51026749.0,2157.0,502025.0,45184407.0
100.0,1251.0,566700.0,56671251.0,2103.0,503825.0,50384603.0
