beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,926.0,234932.0,926.0,0.0,0.0,0.0,849.0,208331.0,849.0
1e-05,927.0,241532.0,929.41532,0.0,0.0,0.0,837.0,213231.0,839.13231
2e-05,927.0,238932.0,931.77864,0.0,0.0,0.0,844.0,208930.0,848.1786
4e-05,927.0,237132.0,936.48528,0.0,0.0,0.0,849.0,210722.0,857.42888
8e-05,926.0,242132.0,945.37056,0.0,0.0,0.0,848.0,215731.0,865.25848
0.0001,926.0,239732.0,949.9732,0.0,0.0,0.0,842.0,210131.0,863.0131
0.0002,926.0,244132.0,974.8264,0.0,0.0,0.0,841.0,214031.0,883.8062
0.0004,925.0,246532.0,1023.6128,0.0,0.0,0.0,836.0,214831.0,921.9324
0.0008,924.0,249132.0,1123.3056,0.0,0.0,0.0,831.0,214032.0,1002.2256
0.001,924.0,249332.0,1173.332,0.0,0.0,0.0,829.0,213432.0,1042.432
0.002,924.0,249331.0,1422.662,0.0,0.0,0.0,834.0,219231.0,1272.462
0.004,919.0,251531.0,1925.124,0.0,0.0,0.0,826.0,214832.0,1685.328
0.008,910.0,253928.0,2941.424,0.0,0.0,0.0,652.0,242229.0,2589.832
0.01,905.0,254430.0,3449.3,0.0,0.0,0.0,652.0,242229.0,3074.29
0.02,887.0,255901.0,6005.02,0.0,0.0,0.0,652.0,242229.0,5496.58
0.04,793.0,260400.0,11209.0,0.0,0.0,0.0,652.0,242229.0,10341.16
0.08,717.0,262556.0,21721.48,0.0,0.0,0.0,652.0,242229.0,20030.32
0.1,698.0,262935.0,26991.5,0.0,0.0,0.0,652.0,242229.0,24874.9
0.2,702.0,263060.0,53314.0,0.0,0.0,0.0,652.0,242229.0,49097.8
0.4,700.0,263153.0,105961.2,0.0,0.0,0.0,652.0,242229.0,97543.6
1.0,704.0,263147.0,263851.0,0.0,0.0,0.0,652.0,242229.0,242881.0
10.0,704.0,263270.0,2633404.0,0.0,0.0,0.0,652.0,242229.0,2422942.0
