beta,milp,heuristic
0.0,0.85052040697,0.839586097108
0.005,0.855847688123,0.841852576647
0.01,0.856923076923,0.843298969072
0.15,0.871854157403,0.846880907372
0.02,0.862058165548,0.845743200506
0.03,0.864903630659,0.844715447154
0.1,0.869665924276,0.846206287085
1.0,0.871004869411,0.846122758272
