beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1244.0,249800.0,1244.0,1099.0,189000.0,1099.0
0.005,1234.0,260900.0,2538.5,1088.0,195000.0,2063.0
0.01,1222.0,263750.0,3859.5,1095.0,195800.0,3053.0
0.015,1212.0,264075.0,5173.125,1093.0,196000.0,4033.0
0.02,1217.0,263875.0,6494.5,1087.0,195700.0,5001.0
0.025,1211.0,264850.0,7832.25,1091.0,196800.0,6011.0
0.03,1189.0,265725.0,9160.75,1087.0,192600.0,6865.0
0.035,1188.0,265325.0,10474.375,1096.0,196000.0,7956.0
0.04,1097.0,267950.0,11815.0,1076.0,202300.0,9168.0
0.045,676.0,278800.0,13222.0,995.0,223025.0,11031.125
0.05,703.0,278525.0,14629.25,1004.0,217900.0,11899.0
0.055,715.0,278475.0,16031.125,1018.0,223100.0,13288.5
0.06,730.0,278075.0,17414.5,1003.0,217800.0,14071.0
0.065,694.0,278900.0,18822.5,979.0,218850.0,15204.25
0.07,694.0,278825.0,20211.75,1029.0,217125.0,16227.75
0.075,689.0,279125.0,21623.375,999.0,218625.0,17395.875
0.08,710.0,278425.0,22984.0,998.0,219850.0,18586.0
0.085,668.0,279325.0,24410.625,1000.0,222425.0,19906.125
0.09,680.0,279300.0,25817.0,1002.0,222475.0,21024.75
0.095,699.0,279000.0,27204.0,1029.0,218750.0,21810.25
0.1,665.0,279525.0,28617.5,998.0,221325.0,23130.5
0.15,679.0,279400.0,42589.0,1022.0,217475.0,33643.25
0.2,666.0,279775.0,56621.0,981.0,223850.0,45751.0
0.25,698.0,279075.0,70466.75,981.0,225550.0,57368.5
0.3,684.0,279825.0,84631.5,993.0,224525.0,68350.5
0.35,674.0,279725.0,98577.75,981.0,220925.0,78304.75
0.4,670.0,279600.0,112510.0,1007.0,223500.0,90407.0
0.45,675.0,279300.0,126360.0,995.0,220950.0,100422.5
0.5,681.0,279325.0,140343.5,1001.0,221850.0,111926.0
0.55,672.0,279575.0,154438.25,995.0,221300.0,122710.0
0.6,680.0,279625.0,168455.0,990.0,220375.0,133215.0
0.65,663.0,279825.0,182549.25,948.0,225625.0,147604.25
0.7,690.0,279225.0,196147.5,995.0,222250.0,156570.0
0.75,686.0,279575.0,210367.25,987.0,224450.0,169324.5
0.8,676.0,279600.0,224356.0,1009.0,223650.0,179929.0
0.85,671.0,279600.0,238331.0,993.0,219150.0,187270.5
0.9,674.0,279675.0,252381.5,982.0,221650.0,200467.0
0.95,688.0,279575.0,266284.25,1015.0,217475.0,207616.25
1.0,677.0,279450.0,280127.0,1004.0,224175.0,225179.0
10.0,687.0,279400.0,2794687.0,978.0,222050.0,2221478.0
20.0,673.0,279825.0,5597173.0,960.0,225250.0,4505960.0
30.0,680.0,279825.0,8395430.0,983.0,219450.0,6584483.0
40.0,664.0,279700.0,11188664.0,1022.0,222950.0,8919022.0
50.0,671.0,279625.0,13981921.0,970.0,224175.0,11209720.0
60.0,685.0,279475.0,16769185.0,989.0,221350.0,13281989.0
70.0,674.0,279250.0,19548174.0,989.0,224275.0,15700239.0
80.0,677.0,279775.0,22382677.0,980.0,223475.0,17878980.0
90.0,668.0,279800.0,25182668.0,1001.0,223850.0,20147501.0
100.0,676.0,279750.0,27975676.0,992.0,221725.0,22173492.0
