beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1220.0,247850.0,1220.0,1097.0,221175.0,1097.0
0.005,1211.0,263525.0,2528.625,1067.0,226725.0,2200.625
0.01,1204.0,265225.0,3856.25,1059.0,225450.0,3313.5
0.015,1186.0,266675.0,5186.125,1062.0,228125.0,4483.875
0.02,1178.0,267075.0,6519.5,1050.0,229025.0,5630.5
0.025,1179.0,266675.0,7845.875,1043.0,228100.0,6745.5
0.03,1169.0,267525.0,9194.75,1043.0,229100.0,7916.0
0.035,1187.0,266000.0,10497.0,1055.0,229925.0,9102.375
0.04,1051.0,270250.0,11861.0,991.0,231325.0,10244.0
0.045,753.0,278250.0,13274.25,867.0,242575.0,11782.875
0.05,763.0,278000.0,14663.0,880.0,242675.0,13013.75
0.055,668.0,280625.0,16102.375,831.0,249400.0,14548.0
0.06,676.0,280075.0,17480.5,809.0,244975.0,15507.5
0.065,691.0,280000.0,18891.0,844.0,243200.0,16652.0
0.07,702.0,279825.0,20289.75,844.0,244175.0,17936.25
0.075,660.0,281100.0,21742.5,819.0,244700.0,19171.5
0.08,674.0,280575.0,23120.0,823.0,246525.0,20545.0
0.085,678.0,280625.0,24531.125,838.0,241375.0,21354.875
0.09,661.0,280825.0,25935.25,856.0,244375.0,22849.75
0.095,663.0,280925.0,27350.875,835.0,247950.0,24390.25
0.1,690.0,280475.0,28737.5,838.0,241125.0,24950.5
0.15,686.0,280325.0,42734.75,839.0,243825.0,37412.75
0.2,663.0,280925.0,56848.0,857.0,246375.0,50132.0
0.25,665.0,280975.0,70908.75,825.0,246775.0,62518.75
0.3,668.0,280850.0,84923.0,826.0,244450.0,74161.0
0.35,662.0,281050.0,99029.5,815.0,246625.0,87133.75
0.4,676.0,280900.0,113036.0,833.0,244825.0,98763.0
0.45,662.0,280975.0,127100.75,822.0,247575.0,112230.75
0.5,655.0,281025.0,141167.5,825.0,246125.0,123887.5
0.55,679.0,280900.0,155174.0,814.0,246950.0,136636.5
0.6,663.0,281075.0,169308.0,854.0,246525.0,148769.0
0.65,663.0,280825.0,183199.25,824.0,244725.0,159895.25
0.7,667.0,281025.0,197384.5,824.0,245000.0,172324.0
0.75,660.0,281275.0,211616.25,796.0,249250.0,187733.5
0.8,674.0,281050.0,225514.0,822.0,246825.0,198282.0
0.85,676.0,280875.0,239419.75,846.0,243350.0,207693.5
0.9,668.0,281025.0,253590.5,842.0,244125.0,220554.5
0.95,671.0,281075.0,267692.25,829.0,248625.0,237022.75
1.0,662.0,281000.0,281662.0,833.0,247825.0,248658.0
10.0,670.0,281000.0,2810670.0,839.0,246675.0,2467589.0
20.0,665.0,281050.0,5621665.0,827.0,246500.0,4930827.0
30.0,660.0,281000.0,8430660.0,810.0,246650.0,7400310.0
40.0,672.0,280700.0,11228672.0,828.0,246950.0,9878828.0
50.0,670.0,280950.0,14048170.0,824.0,247650.0,12383324.0
60.0,669.0,281050.0,16863669.0,825.0,245100.0,14706825.0
70.0,660.0,280950.0,19667160.0,808.0,249850.0,17490308.0
80.0,677.0,280600.0,22448677.0,836.0,243575.0,19486836.0
90.0,666.0,280925.0,25283916.0,837.0,245675.0,22111587.0
100.0,669.0,280750.0,28075669.0,851.0,243900.0,24390851.0
