Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
14686,36901,38774,0,8306,8305,19761,0,14698,36908,39001,0,55996,
14664,37000,38923,0,8344,8344,19779,0,14681,37012,39160,0,56320,
14655,36917,38520,0,8323,8323,19805,0,14662,36929,38769,0,55826,
14897,36998,38717,0,8348,8352,19787,0,14903,37004,38961,0,55950,
14645,36894,38593,0,8349,8355,19802,0,14658,36911,38841,0,55669,
14734,36874,38715,0,8349,8353,19779,0,14743,36884,38964,0,56033,
14683,36633,38842,0,8328,8330,19800,0,14693,36646,39065,0,56109,
14696,36906,38619,0,8359,8365,19769,0,14703,36920,38862,0,55843,
14974,36851,38759,0,8368,8370,19802,0,14983,36866,38977,0,56071,
14721,36843,38868,0,8350,8354,19814,0,14726,36854,39142,0,56194,
14973,36663,38679,0,8387,8392,19809,0,14982,36669,38934,0,55612,
14692,36802,38673,0,8328,8333,19784,0,14705,36810,38911,0,56012,
14739,36812,38588,0,8334,8342,19790,0,14748,36818,38770,0,55687,
14616,36784,38770,0,8308,8313,19823,0,14628,36794,39080,0,56142,
14712,36719,38681,0,8354,8357,19804,0,14726,36733,38948,0,56076,
14803,37062,38772,0,8365,8367,19818,0,14810,37066,39002,0,55998,
14702,36912,38756,0,8318,8323,19796,0,14706,36921,38996,0,55790,
14731,36821,38787,0,8328,8335,19799,0,14747,36831,39037,0,56157,
14655,36793,38884,0,8328,8328,19803,0,14660,36801,39105,0,56153,
14588,36901,38660,0,8304,8305,19784,0,14601,36909,38886,0,55922,
