Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
15607,36432,36347,0,8520,8530,19642,0,15623,36465,36610,0,49652,
15482,36289,36489,0,8527,8545,19661,0,15495,36328,36682,0,49843,
15784,36541,36442,0,8557,8565,19681,0,15792,36576,36721,0,49529,
15569,36177,36278,0,8525,8536,19620,0,15578,36212,36543,0,49555,
15575,36504,36380,0,8512,8525,19626,0,15586,36539,36559,0,49478,
15599,36153,36564,0,8510,8531,19655,0,15606,36187,36782,0,50498,
15913,36374,36157,0,8584,8601,19682,0,15921,36415,36394,0,49136,
15826,36386,36437,0,8567,8575,19648,0,15833,36425,36652,0,49832,
15459,36540,36537,0,8522,8539,19664,0,15467,36577,36791,0,50013,
15569,36546,36680,0,8528,8531,19648,0,15579,36580,36903,0,50079,
15493,36616,36432,0,8511,8525,19606,0,15503,36647,36654,0,49785,
15869,36276,35881,0,8584,8770,19582,0,15876,36331,36123,0,48215,
15669,36223,36198,0,8564,8578,19628,0,15680,36256,36448,0,49262,
15715,36397,36202,0,8586,8591,19554,0,15723,36438,36467,0,49153,
15514,36274,36216,0,8525,8549,19653,0,15517,36318,36430,0,49307,
15427,36477,36661,0,8501,8510,19673,0,15437,36513,36877,0,49982,
15647,36510,36522,0,8551,8579,19693,0,15654,36550,36764,0,49864,
15515,36529,36611,0,8510,8510,19607,0,15527,36556,36838,0,50399,
15713,36302,36388,0,8548,8565,19622,0,15721,36335,36620,0,49591,
15593,36603,36328,0,8549,8623,19668,0,15602,36635,36548,0,49299,
