Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
17495,33331,32642,0,9099,9157,18777,0,17508,33472,32883,0,41368,
17373,33386,32646,0,9034,9060,18824,0,17387,33535,32887,0,41309,
17403,33150,32237,0,9054,9098,18640,0,17426,33313,32502,0,40625,
17698,32612,31863,0,9095,9135,18611,0,17718,32779,32085,0,40016,
17485,33660,32633,0,9123,9204,18820,0,17502,33842,32887,0,40838,
17580,32904,32019,0,9150,9199,18630,0,17593,33086,32246,0,39877,
17615,33984,33063,0,9114,9130,18986,0,17633,34121,33319,0,41717,
17186,33504,32539,0,9010,9035,18825,0,17210,33665,32812,0,41317,
17275,33452,32664,0,9095,9132,18685,0,17292,33602,32934,0,41260,
17578,33175,32340,0,9126,9153,18727,0,17593,33338,32594,0,40582,
17488,33016,32168,0,9102,9196,18689,0,17498,33177,32463,0,40450,
17563,33037,32181,0,9100,9133,18653,0,17576,33235,32447,0,40415,
17224,34044,33232,0,8971,9007,18879,0,17234,34161,33479,0,42624,
17199,33516,32755,0,9044,9098,18768,0,17218,33672,33065,0,41544,
17614,33252,32327,0,9158,9200,18744,0,17620,33415,32599,0,40563,
17350,33274,32434,0,9120,9142,18717,0,17363,33432,32693,0,40803,
16988,33926,33135,0,8994,9045,18932,0,17002,34056,33389,0,42341,
17480,33532,32671,0,9065,9122,18851,0,17500,33687,32932,0,41262,
17749,33014,32057,0,9182,9270,18625,0,17760,33173,32275,0,39867,
17393,33376,32583,0,9131,9210,18746,0,17411,33520,32828,0,40986,
