Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
15876,15877,15851,0,10454,10554,13122,0,15876,15892,15878,0,15917,
16220,16205,16164,0,10564,10695,13277,0,16220,16219,16184,0,16220,
15467,15458,15427,0,10235,10348,12815,0,15467,15462,15453,0,15467,
15981,15961,15901,0,10316,10460,13025,0,15981,15987,15946,0,16002,
16104,16095,16057,0,10340,10451,13240,0,16104,16112,16081,0,16120,
16256,16256,16203,0,10495,10593,13215,0,16256,16278,16234,0,16291,
14688,14671,14633,0,10150,10244,12456,0,14688,14687,14666,0,14702,
15318,15310,15297,0,10456,10522,12837,0,15318,15313,15311,0,15318,
14788,14767,14748,0,10237,10331,12565,0,14788,14776,14762,0,14788,
15944,15961,15908,0,10461,10558,13155,0,15944,15975,15953,0,15998,
15531,15517,15474,0,10423,10516,12877,0,15531,15528,15500,0,15531,
15989,15973,15933,0,10642,10769,13184,0,15989,15987,15953,0,15989,
15734,15737,15692,0,10446,10551,12961,0,15734,15748,15721,0,15758,
15917,15901,15850,0,10718,10827,13223,0,15917,15917,15871,0,15917,
14746,14780,14757,0,10308,10387,12495,0,14746,14785,14770,0,14800,
15185,15176,15128,0,10338,10395,12745,0,15185,15182,15154,0,15185,
16134,16107,16067,0,10370,10485,13114,0,16134,16124,16095,0,16134,
14778,14762,14711,0,10029,10113,12366,0,14778,14772,14733,0,14778,
15653,15651,15630,0,10407,10513,12929,0,15653,15660,15654,0,15679,
15449,15437,15392,0,10402,10484,12863,0,15449,15445,15419,0,15449,
