Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
18775,23593,23176,0,10035,10223,15656,0,18775,23784,23345,0,25414,
17605,22808,22381,0,9918,10074,15309,0,17607,22978,22542,0,24540,
17961,24130,23619,0,9867,9949,15824,0,17967,24309,23830,0,26303,
18014,22855,22480,0,9949,10156,15384,0,18014,23000,22638,0,24497,
17717,23173,22724,0,9954,10127,15423,0,17718,23352,22898,0,25000,
17690,23424,22971,0,10038,10311,15593,0,17692,23593,23126,0,25277,
17733,22881,22542,0,9924,10145,15538,0,17735,23082,22715,0,24662,
18022,23100,22719,0,10221,10409,15611,0,18022,23272,22879,0,24735,
17786,23242,22861,0,9946,10084,15492,0,17787,23439,23016,0,25159,
17601,23390,22946,0,9863,10093,15645,0,17603,23567,23120,0,25354,
17883,23341,22947,0,9904,10077,15492,0,17885,23561,23132,0,25227,
17786,23030,22654,0,9906,10082,15336,0,17789,23247,22819,0,24952,
17943,22827,22407,0,10014,10207,15369,0,17947,22980,22565,0,24504,
17577,22792,22396,0,9805,10026,15300,0,17577,22970,22558,0,24625,
17753,22614,22287,0,10026,10227,15331,0,17753,22810,22434,0,24349,
17976,23011,22593,0,10049,10267,15328,0,17978,23198,22782,0,24743,
17469,23117,22734,0,9990,10140,15470,0,17474,23325,22886,0,25073,
17599,22681,22304,0,9846,10035,15337,0,17600,22831,22476,0,24404,
17563,22195,21854,0,9800,10058,15068,0,17565,22376,22020,0,23862,
18042,23756,23356,0,10020,10254,15819,0,18044,23940,23562,0,25782,
