Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
15995,35699,35201,0,8663,8699,19520,0,16006,35766,35432,0,46832,
16118,35888,35479,0,8718,8731,19488,0,16128,35973,35705,0,46771,
16206,35617,35232,0,8671,8677,19452,0,16219,35696,35484,0,46584,
16607,35777,35179,0,8785,8802,19444,0,16617,35857,35404,0,46330,
16426,35771,34933,0,8721,8721,19451,0,16432,35851,35202,0,45879,
15864,35845,35549,0,8616,8626,19499,0,15876,35920,35766,0,47370,
16533,35472,34883,0,8751,8747,19401,0,16540,35555,35132,0,45867,
16134,35898,35654,0,8664,8681,19524,0,16149,35964,35849,0,47391,
16387,35914,35532,0,8752,8765,19509,0,16395,35980,35753,0,47010,
16073,35835,35307,0,8639,8678,19497,0,16085,35887,35558,0,46861,
16469,35675,35149,0,8802,8812,19404,0,16484,35743,35422,0,46302,
15802,35905,35783,0,8565,8581,19511,0,15818,35977,35982,0,48274,
16240,36033,35639,0,8653,8673,19519,0,16251,36087,35874,0,47531,
16325,35948,35391,0,8700,8716,19449,0,16338,36002,35598,0,46915,
16180,35915,35335,0,8692,8709,19520,0,16189,35989,35625,0,46614,
16461,35769,34927,0,8707,8714,19399,0,16476,35859,35156,0,45859,
16715,35757,35348,0,8822,8830,19469,0,16728,35837,35583,0,46342,
16287,35692,35474,0,8708,8724,19476,0,16299,35756,35684,0,47161,
16014,35879,35324,0,8692,8704,19489,0,16023,35943,35600,0,47031,
16768,35507,34817,0,8807,8833,19364,0,16781,35601,35094,0,45720,
