src,dst,spec,used_slot,tfk_slot
0,9,36.0,5,4.0
0,13,13.0,5,4.0
0,28,41.0,6,5.0
0,41,2.0,3,2.0
0,42,32.0,4,3.0
0,47,67.0,5,4.0
0,53,56.0,7,6.0
0,55,26.0,6,5.0
0,66,47.0,5,4.0
0,80,72.0,4,3.0
0,83,19.0,7,6.0
1,8,36.0,3,2.0
1,19,76.0,4,3.0
1,78,2.0,5,4.0
1,91,33.0,3,2.0
2,10,14.0,3,2.0
2,55,0.0,2,1.0
2,56,19.0,6,5.0
3,17,64.0,5,4.0
3,20,17.0,4,3.0
3,21,45.0,7,6.0
3,30,5.0,5,4.0
3,48,31.0,6,5.0
3,59,54.0,10,9.0
3,82,21.0,4,3.0
4,2,7.0,5,4.0
4,7,20.0,2,1.0
4,14,2.0,5,4.0
4,19,54.0,5,4.0
4,24,59.0,4,3.0
4,25,43.0,5,4.0
4,29,73.0,7,6.0
4,49,48.0,6,5.0
4,56,12.0,6,5.0
4,83,69.0,4,3.0
4,94,0.0,2,1.0
5,99,17.0,2,1.0
6,2,42.0,4,3.0
6,15,13.0,3,2.0
6,37,16.0,8,7.0
6,41,72.0,2,1.0
6,47,4.0,9,8.0
6,52,74.0,6,5.0
6,60,24.0,6,5.0
6,62,64.0,4,3.0
6,78,30.0,6,5.0
7,50,43.0,5,4.0
7,54,31.0,6,5.0
7,71,70.0,2,1.0
7,72,26.0,5,4.0
7,73,0.0,2,1.0
7,75,37.0,6,5.0
7,77,56.0,6,5.0
7,83,48.0,2,1.0
7,84,50.0,5,4.0
7,91,22.0,4,3.0
7,94,8.0,9,8.0
8,17,32.0,4,3.0
9,8,67.0,5,4.0
9,16,8.0,3,2.0
9,27,72.0,8,7.0
9,44,15.0,2,1.0
9,71,56.0,7,6.0
9,72,2.0,6,5.0
9,80,17.0,4,3.0
9,87,21.0,5,4.0
9,91,11.0,4,3.0
10,1,41.0,8,7.0
10,32,26.0,6,5.0
10,46,23.0,3,2.0
10,60,76.0,4,3.0
10,61,56.0,6,5.0
10,62,32.0,4,3.0
10,82,36.0,5,4.0
10,84,0.0,5,4.0
11,7,3.0,3,2.0
11,39,6.0,2,1.0
12,2,2.0,4,3.0
12,8,74.0,6,5.0
12,31,18.0,4,3.0
12,38,52.0,7,6.0
12,52,14.0,4,3.0
12,67,60.0,9,8.0
12,90,6.0,7,6.0
12,95,24.0,8,7.0
12,97,47.0,4,3.0
13,5,29.0,7,6.0
13,27,36.0,3,2.0
