src,dst,spec,used_slot,tfk_slot
18,79,0,12,12
65,70,0,11,11
93,74,0,10,10
85,98,0,10,10
78,68,0,10,10
72,60,0,10,10
57,28,0,10,10
22,30,0,10,10
3,59,0,10,10
92,37,0,9,9
82,25,0,9,9
76,71,0,9,9
75,43,0,9,9
64,48,0,9,9
58,8,0,9,9
51,84,0,9,9
41,45,0,9,9
40,44,0,9,9
34,61,0,9,9
33,16,0,9,9
14,77,0,9,9
9,26,0,9,9
6,47,0,9,9
99,83,0,8,8
89,54,0,8,8
87,32,0,8,8
53,80,0,8,8
49,90,0,8,8
35,15,0,8,8
27,81,0,8,8
12,95,0,8,8
10,1,0,8,8
96,97,0,7,7
88,56,0,7,7
69,67,0,7,7
50,29,0,7,7
36,52,0,7,7
31,39,0,7,7
23,42,0,7,7
13,5,0,7,7
94,11,0,6,6
63,4,0,6,6
0,55,0,6,6
21,86,0,5,5
7,91,0,4,4
20,19,0,2,2
66,15,8,11,11
88,73,7,10,10
69,33,9,10,10
14,62,9,10,10
92,65,11,9,9
81,19,8,9,9
76,25,9,9,9
58,9,9,9,9
48,68,10,9,9
41,18,12,9,9
34,2,9,9,9
24,61,9,9,9
12,67,8,9,9
99,91,8,8,8
86,5,7,8,8
79,20,12,8,8
75,23,9,8,8
70,3,11,8,8
57,22,10,8,8
53,10,8,8,8
45,63,9,8,8
32,7,8,8,8
13,80,8,8,8
6,37,9,8,8
94,89,8,7,7
84,26,9,7,7
72,83,10,7,7
64,77,9,7,7
54,60,10,7,7
51,97,9,7,7
47,17,9,7,7
43,42,9,7,7
36,96,7,7,7
4,29,7,7,7
0,59,10,7,7
98,44,10,6,6
87,11,8,6,6
78,93,10,6,6
21,16,9,6,6
90,8,9,5,5
50,30,10,5,5
39,31,7,5,5
85,38,10,3,3
55,95,8,2,2
52,28,10,2,2
30,43,16,11,11
73,12,17,10,10
94,95,15,9,9
76,66,19,9,9
65,33,20,9,9
48,4,19,9,9
29,31,14,9,9
24,51,18,9,9
96,88,17,8,8
85,49,13,8,8
74,58,18,8,8
64,18,21,8,8
54,69,19,8,8
40,67,17,8,8
20,59,20,8,8
9,27,18,8,8
92,2,20,7,7
82,10,16,7,7
81,37,17,7,7
80,34,18,7,7
79,55,20,7,7
70,1,19,7,7
63,93,17,7,7
53,35,16,7,7
50,23,17,7,7
26,71,16,7,7
3,21,19,7,7
87,60,17,6,6
84,11,16,6,6
77,14,19,6,6
57,72,18,6,6
32,19,17,6,6
22,56,18,6,6
16,89,15,6,6
7,75,17,6,6
6,78,17,6,6
0,28,17,6,6
99,13,16,5,5
86,44,16,5,5
47,25,18,5,5
45,61,18,5,5
38,15,19,5,5
36,42,16,5,5
17,98,16,5,5
41,8,21,2,2
84,44,22,10,10
90,81,24,9,9
53,50,24,9,9
25,52,23,9,9
15,30,27,9,9
93,33,29,8,8
78,43,27,8,8
66,65,29,8,8
48,74,28,8,8
41,85,23,8,8
32,73,27,8,8
12,45,27,8,8
94,8,24,7,7
77,22,25,7,7
72,80,25,7,7
70,49,26,7,7
64,36,29,7,7
56,9,26,7,7
51,35,27,7,7
40,19,25,7,7
34,75,25,7,7
26,96,25,7,7
13,95,24,7,7
3,55,27,7,7
92,23,27,6,6
88,5,25,6,6
87,58,26,6,6
86,67,25,6,6
83,89,21,6,6
71,54,27,6,6
63,11,24,6,6
24,31,27,6,6
21,57,26,6,6
20,1,28,6,6
10,61,23,6,6
6,60,23,6,6
79,42,27,5,5
59,68,28,5,5
37,91,24,5,5
14,99,25,5,5
4,2,28,5,5
0,47,23,5,5
98,17,21,4,4
38,39,13,4,4
28,29,23,3,3
16,82,23,2,2
41,86,31,10,10
38,18,29,9,9
7,94,31,9,9
68,54,33,8,8
50,78,35,8,8
48,39,36,8,8
34,5,32,8,8
98,14,30,7,7
89,69,27,7,7
81,8,33,7,7
76,65,37,7,7
74,61,36,7,7
67,10,31,7,7
58,45,35,7,7
53,63,33,7,7
26,55,34,7,7
22,20,34,7,7
12,90,35,7,7
9,71,33,7,7
96,75,32,6,6
92,80,33,6,6
87,59,33,6,6
77,79,32,6,6
70,99,33,6,6
56,73,35,6,6
52,57,32,6,6
42,95,32,6,6
35,6,34,6,6
31,32,35,6,6
25,3,34,6,6
19,44,32,6,6
4,49,33,6,6
88,83,31,5,5
85,84,32,5,5
82,36,36,5,5
66,27,37,5,5
64,28,36,5,5
51,40,34,5,5
43,29,35,5,5
21,72,32,5,5
0,13,31,5,5
60,46,29,3,3
1,91,16,3,3
93,24,37,2,2
47,15,36,2,2
33,2,37,2,2
76,6,44,9,9
88,39,44,8,8
48,60,44,8,8
24,14,39,8,8
81,62,40,7,7
75,33,39,7,7
66,8,42,7,7
54,20,41,7,7
45,1,42,7,7
31,41,41,7,7
19,65,44,7,7
0,83,36,7,7
96,28,41,6,6
89,50,43,6,6
86,27,42,6,6
80,2,39,6,6
72,58,42,6,6
59,85,39,6,6
40,79,39,6,6
36,67,41,6,6
34,4,40,6,6
21,77,38,6,6
18,13,38,6,6
99,56,41,5,5
98,35,40,5,5
95,26,41,5,5
93,78,43,5,5
92,82,41,5,5
87,29,40,5,5
68,70,41,5,5
64,15,41,5,5
63,12,42,5,5
57,52,38,5,5
53,61,43,5,5
51,22,41,5,5
43,23,40,5,5
32,94,41,5,5
25,9,40,5,5
10,84,38,5,5
3,30,40,5,5
38,90,42,4,4
47,7,28,3,3
19,43,51,9,9
48,1,52,8,8
79,84,45,7,7
71,81,47,7,7
