src,dst,spec,used_slot,tfk_slot
0,8,18.0,2,1.0
0,9,38.0,5,4.0
0,17,2.0,2,1.0
0,28,30.0,6,5.0
0,39,0.0,2,1.0
0,41,20.0,3,2.0
0,42,57.0,4,3.0
0,47,73.0,5,4.0
0,49,23.0,2,1.0
0,55,47.0,6,5.0
0,64,44.0,3,2.0
0,66,25.0,5,4.0
0,80,53.0,4,3.0
0,83,4.0,7,6.0
1,8,23.0,3,2.0
1,13,0.0,4,3.0
1,19,26.0,4,3.0
1,34,50.0,2,1.0
1,52,21.0,2,1.0
1,65,9.0,2,1.0
1,78,4.0,5,4.0
1,91,38.0,3,2.0
1,98,33.0,5,4.0
2,10,42.0,3,2.0
2,55,0.0,2,1.0
2,56,64.0,6,5.0
3,17,71.0,5,4.0
3,20,41.0,4,3.0
3,21,50.0,7,6.0
3,30,45.0,5,4.0
3,48,22.0,6,5.0
3,66,67.0,4,3.0
3,82,76.0,4,3.0
4,2,59.0,5,4.0
4,7,52.0,2,1.0
4,14,39.0,5,4.0
4,24,13.0,4,3.0
4,25,21.0,5,4.0
4,29,72.0,7,6.0
4,37,50.0,2,1.0
4,49,66.0,6,5.0
4,56,6.0,6,5.0
4,73,37.0,2,1.0
4,83,54.0,4,3.0
4,94,64.0,2,1.0
4,96,2.0,2,1.0
5,88,61.0,2,1.0
5,99,6.0,2,1.0
6,0,69.0,4,3.0
6,2,29.0,4,3.0
6,15,36.0,3,2.0
6,24,5.0,2,1.0
6,34,11.0,2,1.0
6,38,39.0,2,1.0
6,40,7.0,4,3.0
6,41,27.0,2,1.0
6,45,0.0,2,1.0
6,52,63.0,6,5.0
6,60,52.0,6,5.0
6,62,41.0,4,3.0
6,68,33.0,3,2.0
6,78,74.0,6,5.0
7,50,55.0,5,4.0
7,54,70.0,6,5.0
7,64,50.0,2,1.0
7,71,4.0,2,1.0
7,72,17.0,5,4.0
7,73,0.0,2,1.0
7,75,26.0,6,5.0
7,77,6.0,6,5.0
7,83,2.0,2,1.0
7,84,60.0,5,4.0
7,91,13.0,4,3.0
8,17,6.0,4,3.0
9,3,20.0,2,1.0
9,8,47.0,5,4.0
9,16,28.0,3,2.0
9,20,62.0,3,2.0
9,25,43.0,4,3.0
9,27,53.0,8,7.0
9,44,5.0,2,1.0
9,52,36.0,2,1.0
9,71,73.0,7,6.0
9,75,34.0,2,1.0
9,78,18.0,2,1.0
9,80,8.99999999999,4,3.0
9,87,0.0,5,4.0
9,91,22.0,4,3.0
10,3,0.0,2,1.0
10,19,4.0,3,2.0
10,20,65.0,2,1.0
10,26,16.0,2,1.0
10,32,73.0,6,5.0
10,33,7.0,2,1.0
10,34,2.0,2,1.0
10,39,18.0,2,1.0
10,46,29.0,3,2.0
10,58,9.0,4,3.0
10,60,20.0,4,3.0
10,61,59.0,6,5.0
10,62,69.0,4,3.0
10,79,13.0,3,2.0
10,82,48.0,5,4.0
10,84,24.0,5,4.0
10,92,56.0,2,1.0
11,7,65.0,3,2.0
11,25,17.0,2,1.0
11,39,46.0,2,1.0
12,2,45.0,4,3.0
12,3,9.0,2,1.0
12,8,67.0,6,5.0
12,15,34.0,2,1.0
12,17,13.0,2,1.0
12,20,50.0,2,1.0
12,31,37.0,4,3.0
12,38,52.0,7,6.0
12,39,22.0,2,1.0
12,52,30.0,4,3.0
12,70,7.0,2,1.0
12,90,73.0,7,6.0
12,95,59.0,8,7.0
12,96,0.0,2,1.0
12,97,41.0,4,3.0
13,8,11.0,2,1.0
13,25,4.0,2,1.0
13,26,13.0,2,1.0
13,27,49.0,3,2.0
13,51,15.0,2,1.0
13,55,8.0,3,2.0
13,57,30.0,2,1.0
13,67,6.0,2,1.0
13,70,45.0,4,3.0
13,85,32.0,5,4.0
13,90,61.0,6,5.0
13,95,17.0,7,6.0
14,5,54.0,5,4.0
14,17,78.0,2,1.0
14,18,44.0,2,1.0
14,24,0.0,3,2.0
14,92,30.0,2,1.0
14,93,33.0,5,4.0
14,99,8.0,5,4.0
15,9,31.0,3,2.0
15,14,4.0,2,1.0
15,18,2.0,2,1.0
15,26,9.0,4,3.0
15,30,71.0,9,8.0
15,50,22.0,2,1.0
15,61,66.0,5,4.0
15,80,0.0,2,1.0
15,86,18.0,4,3.0
16,82,9.99999999999,2,1.0
16,89,58.0,6,5.0
17,98,15.0,5,4.0
18,3,7.0,2,1.0
18,11,19.0,3,2.0
18,17,31.0,4,3.0
18,37,17.0,2,1.0
18,78,25.0,3,2.0
18,81,15.0,2,1.0
18,84,11.0,4,3.0
19,10,67.0,2,1.0
19,15,50.0,3,2.0
19,44,34.0,6,5.0
19,63,74.0,6,5.0
19,65,57.0,7,6.0
19,81,40.0,7,6.0
20,1,11.0,6,5.0
20,16,21.0,2,1.0
20,19,0.0,2,1.0
20,22,71.0,3,2.0
20,51,45.0,2,1.0
20,56,47.0,3,2.0
20,67,75.0,5,4.0
20,70,2.0,5,4.0
20,72,36.0,4,3.0
20,74,56.0,6,5.0
20,79,9.0,2,1.0
20,80,30.0,6,5.0
20,82,19.0,2,1.0
21,16,44.0,6,5.0
21,28,63.0,5,4.0
21,53,0.0,2,1.0
21,57,69.0,6,5.0
21,64,21.0,5,4.0
21,72,27.0,5,4.0
21,77,34.0,6,5.0
21,86,2.0,5,4.0
21,87,18.0,3,2.0
22,20,23.0,7,6.0
22,30,0.0,10,9.0
22,56,32.0,6,5.0
23,15,40.0,2,1.0
23,40,75.0,5,4.0
23,42,30.0,7,6.0
23,98,25.0,5,4.0
24,0,63.0,2,1.0
24,14,46.0,8,7.0
24,16,17.0,2,1.0
24,20,67.0,4,3.0
24,22,38.0,5,4.0
24,27,9.0,4,3.0
24,55,36.0,2,1.0
24,56,27.0,5,4.0
24,58,32.0,2,1.0
24,61,71.0,9,8.0
24,81,7.0,2,1.0
24,90,54.0,4,3.0
25,1,68.0,6,5.0
25,3,57.0,6,5.0
25,28,40.0,3,2.0
25,66,2.0,2,1.0
25,67,32.0,3,2.0
25,86,36.0,4,3.0
25,97,8.99999999999,2,1.0
26,27,5.0,4,3.0
26,38,20.0,2,1.0
26,55,53.0,7,6.0
26,59,74.0,6,5.0
26,71,60.0,7,6.0
26,73,2.0,3,2.0
26,96,38.0,7,6.0
27,12,2.0,2,1.0
27,48,30.0,3,2.0
27,68,66.0,5,4.0
27,73,39.0,6,5.0
27,81,72.0,8,7.0
27,89,36.0,3,2.0
27,92,27.0,3,2.0
28,6,23.0,4,3.0
28,29,58.0,3,2.0
28,75,68.0,5,4.0
30,21,32.0,2,1.0
30,42,14.0,3,2.0
30,68,53.0,5,4.0
30,71,17.0,4,3.0
30,82,21.0,5,4.0
31,3,63.0,2,1.0
31,7,32.0,3,2.0
31,11,5.99999999999,4,3.0
31,16,23.0,5,4.0
31,17,41.0,2,1.0
31,30,10.0,2,1.0
31,39,56.0,7,6.0
31,41,73.0,7,6.0
31,44,68.0,5,4.0
31,46,65.0,3,2.0
31,60,17.0,3,2.0
31,82,0.0,2,1.0
31,84,49.0,4,3.0
31,99,21.0,2,1.0
32,6,19.0,4,3.0
32,16,36.0,5,4.0
32,24,3.0,2,1.0
32,34,52.0,4,3.0
32,40,62.0,3,2.0
32,41,68.0,4,3.0
32,45,15.0,2,1.0
32,74,4.99999999999,3,2.0
32,76,46.0,4,3.0
32,84,17.0,2,1.0
32,85,7.99999999999,4,3.0
32,91,50.0,2,1.0
32,94,28.0,5,4.0
33,2,2.0,2,1.0
33,3,37.0,4,3.0
33,16,70.0,9,8.0
33,27,14.0,5,4.0
33,54,26.0,3,2.0
33,79,32.0,5,4.0
34,1,30.0,3,2.0
34,2,71.0,9,8.0
34,3,4.0,2,1.0
34,4,44.0,6,5.0
34,6,58.0,5,4.0
34,25,13.0,4,3.0
34,39,63.0,6,5.0
34,44,6.99999999999,4,3.0
34,49,0.0,2,1.0
34,63,56.0,2,1.0
34,69,24.0,4,3.0
34,73,33.0,3,2.0
34,75,36.0,7,6.0
35,6,13.0,6,5.0
35,15,53.0,8,7.0
36,5,9.99999999999,3,2.0
36,11,15.0,2,1.0
36,40,33.0,4,3.0
36,41,13.0,2,1.0
36,42,50.0,5,4.0
36,52,43.0,7,6.0
36,55,24.0,4,3.0
36,59,0.0,2,1.0
36,67,69.0,6,5.0
36,70,37.0,3,2.0
36,73,18.0,2,1.0
36,76,61.0,7,6.0
36,77,40.0,3,2.0
36,94,55.0,6,5.0
37,31,44.0,5,4.0
37,43,27.0,2,1.0
37,48,41.0,3,2.0
37,91,6.99999999999,5,4.0
38,3,16.0,4,3.0
38,15,42.0,5,4.0
38,18,67.0,9,8.0
38,39,76.0,4,3.0
38,40,11.0,5,4.0
38,53,28.0,2,1.0
38,90,7.0,4,3.0
39,31,12.0,5,4.0
40,0,65.0,4,3.0
40,13,56.0,2,1.0
40,24,58.0,4,3.0
40,30,41.0,2,1.0
40,44,47.0,9,8.0
40,50,18.0,4,3.0
40,57,22.0,3,2.0
40,61,0.0,4,3.0
40,68,43.0,3,2.0
40,76,27.0,3,2.0
40,84,38.0,3,2.0
40,85,16.0,2,1.0
40,90,25.0,2,1.0
40,98,30.0,3,2.0
41,8,45.0,2,1.0
41,18,35.0,9,8.0
41,22,15.0,5,4.0
41,85,47.0,8,7.0
42,1,17.0,4,3.0
42,25,75.0,5,4.0
42,70,0.0,2,1.0
42,95,24.0,6,5.0
43,3,31.0,5,4.0
43,4,0.0,2,1.0
43,10,45.0,3,2.0
43,14,71.0,7,6.0
43,23,18.0,5,4.0
43,29,8.0,5,4.0
43,31,29.0,2,1.0
43,42,61.0,7,6.0
43,52,50.0,5,4.0
43,58,55.0,3,2.0
43,66,4.0,4,3.0
43,70,13.0,2,1.0
43,82,36.0,2,1.0
43,97,23.0,4,3.0
43,99,2.0,2,1.0
44,15,27.0,4,3.0
44,54,24.0,2,1.0
45,1,43.0,7,6.0
45,14,13.0,2,1.0
45,19,55.0,2,1.0
45,33,22.0,4,3.0
45,54,61.0,5,4.0
45,57,50.0,5,4.0
45,58,28.0,2,1.0
45,61,17.0,5,4.0
45,63,32.0,8,7.0
45,64,2.0,5,4.0
45,66,11.0,2,1.0
46,33,4.0,2,1.0
47,5,15.0,2,1.0
47,7,39.0,3,2.0
47,8,0.0,2,1.0
47,15,7.0,2,1.0
47,17,57.0,7,6.0
47,25,26.0,5,4.0
47,28,36.0,3,2.0
47,36,2.0,3,2.0
48,3,11.0,3,2.0
48,9,14.0,4,3.0
48,13,52.0,4,3.0
48,22,20.0,2,1.0
48,34,28.0,2,1.0
48,41,7.0,4,3.0
48,44,18.0,2,1.0
48,63,47.0,4,3.0
48,68,71.0,9,8.0
48,74,33.0,8,7.0
48,80,65.0,3,2.0
48,81,56.0,2,1.0
49,21,7.0,4,3.0
49,90,45.0,8,7.0
50,14,6.0,2,1.0
50,16,41.0,3,2.0
50,17,24.0,3,2.0
50,26,45.0,6,5.0
50,29,27.0,7,6.0
50,30,34.0,5,4.0
50,31,1.99999999999,4,3.0
50,61,51.0,4,3.0
50,71,9.00000000001,4,3.0
50,78,66.0,8,7.0
50,97,60.0,6,5.0
51,1,63.0,5,4.0
51,5,13.0,2,1.0
51,9,71.0,2,1.0
51,22,47.0,5,4.0
51,27,23.0,4,3.0
51,32,41.0,4,3.0
51,35,73.0,7,6.0
51,38,59.0,4,3.0
51,41,0.0,2,1.0
51,53,11.0,2,1.0
51,61,31.0,5,4.0
51,67,18.0,5,4.0
51,69,28.0,3,2.0
51,84,2.0,9,8.0
51,93,38.0,3,2.0
51,97,52.0,7,6.0
52,28,1.0,2,1.0
52,57,55.0,6,5.0
53,0,36.0,2,1.0
53,13,40.0,5,4.0
53,35,61.0,7,6.0
53,56,45.0,2,1.0
53,57,47.0,2,1.0
53,61,4.0,5,4.0
53,63,13.0,7,6.0
53,73,55.0,4,3.0
53,80,20.0,8,7.0
53,83,30.0,6,5.0
53,88,2.0,2,1.0
53,92,50.0,2,1.0
54,55,19.0,5,4.0
54,60,37.0,7,6.0
54,83,12.0,2,1.0
55,95,11.0,2,1.0
56,16,12.0,4,3.0
56,18,0.0,2,1.0
56,25,53.0,4,3.0
56,36,21.0,3,2.0
56,69,40.0,5,4.0
56,73,70.0,6,5.0
57,21,40.0,3,2.0
57,22,61.0,8,7.0
57,26,35.0,3,2.0
57,52,25.0,5,4.0
57,58,44.0,3,2.0
57,68,0.0,2,1.0
57,74,18.0,4,3.0
57,81,11.0,3,2.0
57,88,38.0,2,1.0
58,4,4.0,2,1.0
58,8,58.0,9,8.0
58,14,15.0,2,1.0
58,35,36.0,2,1.0
58,45,67.0,7,6.0
58,50,75.0,4,3.0
58,68,47.0,2,1.0
58,69,7.0,2,1.0
58,80,49.0,4,3.0
59,39,48.0,4,3.0
59,47,52.0,5,4.0
59,61,38.0,4,3.0
59,66,33.0,5,4.0
59,68,13.0,5,4.0
59,69,20.0,2,1.0
59,79,61.0,5,4.0
59,85,66.0,6,5.0
59,92,4.0,5,4.0
60,8,2.0,2,1.0
60,14,26.0,4,3.0
60,35,6.0,4,3.0
60,40,4.0,2,1.0
60,46,34.0,3,2.0
60,50,13.0,4,3.0
60,68,58.0,7,6.0
60,72,46.0,2,1.0
60,82,30.0,4,3.0
60,83,73.0,5,4.0
61,2,55.0,4,3.0
61,22,43.0,2,1.0
61,88,36.0,2,1.0
62,36,31.0,2,1.0
62,55,34.0,2,1.0
62,78,2.0,2,1.0
63,4,26.0,6,5.0
63,11,68.0,6,5.0
63,19,21.0,5,4.0
63,47,5.0,2,1.0
63,48,58.0,3,2.0
63,59,42.0,5,4.0
63,67,2.0,3,2.0
63,69,51.0,5,4.0
63,80,40.0,2,1.0
63,83,65.0,3,2.0
63,89,9.0,2,1.0
63,97,7.0,2,1.0
64,4,33.0,4,3.0
64,5,28.0,2,1.0
64,15,61.0,5,4.0
64,18,53.0,8,7.0
64,19,30.0,3,2.0
64,27,19.0,2,1.0
64,28,14.0,5,4.0
64,29,47.0,3,2.0
64,39,69.0,4,3.0
64,58,39.0,5,4.0
64,61,26.0,2,1.0
64,77,73.0,7,6.0
64,85,37.0,2,1.0
64,89,7.0,2,1.0
64,93,9.0,4,3.0
65,3,14.0,2,1.0
65,12,5.0,2,1.0
65,33,43.0,9,8.0
66,18,22.0,3,2.0
66,27,61.0,5,4.0
66,41,55.0,6,5.0
66,47,42.0,6,5.0
66,50,39.0,2,1.0
66,52,8.0,2,1.0
66,56,16.0,5,4.0
66,67,48.0,4,3.0
66,70,72.0,4,3.0
66,97,0.0,2,1.0
67,10,35.0,7,6.0
67,33,29.0,3,2.0
67,73,15.0,3,2.0
67,77,23.0,2,1.0
68,35,38.0,2,1.0
68,54,3.0,8,7.0
68,70,18.0,5,4.0
69,4,17.0,3,2.0
69,22,12.0,3,2.0
69,26,0.0,2,1.0
69,29,15.0,2,1.0
69,45,74.0,4,3.0
69,54,78.0,2,1.0
69,61,49.0,2,1.0
69,67,62.0,7,6.0
69,70,34.0,2,1.0
69,83,36.0,4,3.0
69,86,31.0,2,1.0
