beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,932.0,186770.0,932.0,885.0,174700.0,885.0
0.005,928.0,192150.0,1888.75,875.0,177950.0,1764.75
0.01,924.0,192880.0,2852.8,870.0,178240.0,2652.4
0.015,921.0,192890.0,3814.35,870.0,177000.0,3525.0
0.02,911.0,193580.0,4782.6,874.0,179140.0,4456.8
0.025,892.0,194860.0,5763.5,866.0,178170.0,5320.25
0.03,871.0,195200.0,6727.0,864.0,181570.0,6311.1
0.035,877.0,195540.0,7720.9,865.0,178880.0,7125.8
0.04,866.0,195650.0,8692.0,851.0,180010.0,8051.4
0.045,873.0,195840.0,9685.8,853.0,178670.0,8893.15
0.05,873.0,195930.0,10669.5,848.0,179850.0,9840.5
0.055,873.0,195500.0,11625.5,853.0,179130.0,10705.15
0.06,864.0,195530.0,12595.8,857.0,180500.0,11687.0
0.065,881.0,196150.0,13630.75,855.0,178880.0,12482.2
0.07,886.0,195140.0,14545.8,863.0,179770.0,13446.9
0.075,880.0,196030.0,15582.25,859.0,178870.0,14274.25
0.08,868.0,195550.0,16512.0,852.0,176850.0,15000.0
0.085,868.0,196330.0,17556.05,858.0,180970.0,16240.45
0.09,866.0,196590.0,18559.1,863.0,180520.0,17109.8
0.095,877.0,195520.0,19451.4,864.0,179170.0,17885.15
0.1,877.0,196310.0,20508.0,860.0,179890.0,18849.0
0.15,865.0,196120.0,30283.0,850.0,178400.0,27610.0
0.2,868.0,196010.0,40070.0,855.0,179170.0,36689.0
0.25,848.0,196170.0,49890.5,862.0,181600.0,46262.0
0.3,869.0,195840.0,59621.0,848.0,178840.0,54500.0
0.35,842.0,196230.0,69522.5,851.0,178950.0,63483.5
0.4,864.0,195840.0,79200.0,852.0,180590.0,73088.0
0.45,865.0,196220.0,89164.0,867.0,181740.0,82650.0
0.5,863.0,196180.0,98953.0,853.0,178230.0,89968.0
0.55,864.0,196160.0,108752.0,857.0,179980.0,99846.0
0.6,867.0,196360.0,118683.0,859.0,179640.0,108643.0
0.65,862.0,196130.0,128346.5,861.0,181740.0,118992.0
0.7,866.0,196450.0,138381.0,859.0,180350.0,127104.0
0.75,870.0,196430.0,148192.5,857.0,179530.0,135504.5
0.8,869.0,196220.0,157845.0,858.0,180420.0,145194.0
0.85,872.0,196130.0,167582.5,858.0,180230.0,154053.5
0.9,857.0,196040.0,177293.0,867.0,180400.0,163227.0
0.95,867.0,196350.0,187399.5,863.0,179680.0,171559.0
1.0,847.0,196210.0,197057.0,860.0,181430.0,182290.0
10.0,865.0,196220.0,1963065.0,864.0,179860.0,1799464.0
20.0,852.0,196140.0,3923652.0,851.0,178740.0,3575651.0
30.0,865.0,196150.0,5885365.0,857.0,179800.0,5394857.0
40.0,845.0,196270.0,7851645.0,857.0,182340.0,7294457.0
50.0,859.0,196540.0,9827859.0,860.0,180120.0,9006860.0
60.0,869.0,196210.0,11773469.0,855.0,179260.0,10756455.0
70.0,862.0,196150.0,13731362.0,859.0,180280.0,12620459.0
80.0,866.0,196070.0,15686466.0,855.0,180400.0,14432855.0
90.0,865.0,196320.0,17669665.0,861.0,181960.0,16377261.0
100.0,866.0,196360.0,19636866.0,853.0,176530.0,17653853.0
