beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,996.0,200870.0,996.0,929.0,185150.0,929.0
0.005,989.0,206940.0,2023.7,913.0,187690.0,1851.45
0.01,987.0,207970.0,3066.7,916.0,187930.0,2795.3
0.015,968.0,209980.0,4117.7,905.0,189820.0,3752.3
0.02,943.0,210540.0,5153.8,903.0,191400.0,4731.0
0.025,950.0,210490.0,6212.25,904.0,186830.0,5574.75
0.03,908.0,211580.0,7255.4,892.0,190360.0,6602.8
0.035,912.0,211640.0,8319.4,903.0,189110.0,7521.85
0.04,929.0,210960.0,9367.4,902.0,189670.0,8488.8
0.045,882.0,211820.0,10413.9,890.0,190540.0,9464.3
0.05,915.0,211390.0,11484.5,900.0,190440.0,10422.0
0.055,917.0,211300.0,12538.5,899.0,188930.0,11290.15
0.06,918.0,211110.0,13584.6,886.0,190130.0,12293.8
0.065,904.0,211860.0,14674.9,888.0,188790.0,13159.35
0.07,878.0,211890.0,15710.3,892.0,189320.0,14144.4
0.075,853.0,212300.0,16775.5,889.0,194200.0,15454.0
0.08,868.0,212090.0,17835.2,896.0,191750.0,16236.0
0.085,878.0,211750.0,18876.75,892.0,192970.0,17294.45
0.09,905.0,211480.0,19938.2,898.0,191010.0,18088.9
0.095,902.0,211720.0,21015.4,892.0,190710.0,19009.45
0.1,882.0,211880.0,22070.0,890.0,189360.0,19826.0
0.15,862.0,212190.0,32690.5,887.0,191630.0,29631.5
0.2,888.0,211790.0,43246.0,891.0,192700.0,39431.0
0.25,870.0,212480.0,53990.0,889.0,191780.0,48834.0
0.3,874.0,211970.0,64465.0,896.0,189460.0,57734.0
0.35,871.0,212370.0,75200.5,902.0,191440.0,67906.0
0.4,880.0,212020.0,85688.0,899.0,191170.0,77367.0
0.45,872.0,212080.0,96308.0,891.0,188920.0,85905.0
0.5,863.0,212160.0,106943.0,884.0,189810.0,95789.0
0.55,876.0,212400.0,117696.0,908.0,192080.0,106552.0
0.6,880.0,212200.0,128200.0,901.0,192390.0,116335.0
0.65,863.0,212260.0,138832.0,891.0,189010.0,123747.5
0.7,863.0,212390.0,149536.0,883.0,191470.0,134912.0
0.75,872.0,212220.0,160037.0,898.0,191630.0,144620.5
0.8,865.0,212130.0,170569.0,894.0,190550.0,153334.0
0.85,873.0,212060.0,181124.0,889.0,190700.0,162984.0
0.9,866.0,212110.0,191765.0,888.0,188990.0,170979.0
0.95,862.0,212130.0,202385.5,886.0,190060.0,181443.0
1.0,871.0,212280.0,213151.0,881.0,188430.0,189311.0
10.0,869.0,212240.0,2123269.0,889.0,190430.0,1905189.0
20.0,869.0,212100.0,4242869.0,891.0,191830.0,3837491.0
30.0,870.0,212440.0,6374070.0,886.0,189600.0,5688886.0
40.0,860.0,212350.0,8494860.0,894.0,191370.0,7655694.0
50.0,864.0,212420.0,10621864.0,898.0,190240.0,9512898.0
60.0,868.0,212300.0,12738868.0,886.0,190440.0,11427286.0
70.0,879.0,211990.0,14840179.0,879.0,188580.0,13201479.0
80.0,869.0,212120.0,16970469.0,888.0,190140.0,15212088.0
90.0,869.0,212330.0,19110569.0,895.0,192650.0,17339395.0
100.0,863.0,212090.0,21209863.0,894.0,192020.0,19202894.0
