#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,2410.0,878100.0,87812410.0,0.0,0.0,0.0,2480.0,845268.0,84529280.0
2.0,4232.0,1570532.0,157057432.0,0.0,0.0,0.0,4170.0,1468301.0,146834270.0
4.0,7694.0,2449101.0,244917794.0,0.0,0.0,0.0,6893.0,2299205.0,229927393.0
6.0,8809.0,2719400.0,271948809.0,0.0,0.0,0.0,8257.0,2553946.0,255402857.0
8.0,11605.0,3213987.0,321410305.0,0.0,0.0,0.0,10573.0,2990895.0,299100073.0
10.0,11621.0,3216978.0,321709421.0,0.0,0.0,0.0,10469.0,2978588.0,297869269.0
12.0,11621.0,3216978.0,321709421.0,0.0,0.0,0.0,10469.0,2978588.0,297869269.0
14.0,11642.0,3220388.0,322050442.0,0.0,0.0,0.0,10561.0,2993821.0,299392661.0
16.0,13229.0,3490913.0,349104529.0,0.0,0.0,0.0,12888.0,3251123.0,325125188.0
18.0,13229.0,3490913.0,349104529.0,0.0,0.0,0.0,12888.0,3251123.0,325125188.0
20.0,13236.0,3491913.0,349204536.0,0.0,0.0,0.0,12998.0,3271929.0,327205898.0
