beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0001,248.0,199750.0,267.975,0.0,0.0,0.0
0.0002,247.0,201250.0,287.25,0.0,0.0,0.0
0.0003,246.0,202250.0,306.675,0.0,0.0,0.0
0.0004,247.0,202750.0,328.1,0.0,0.0,0.0
0.0005,245.0,205000.0,347.5,0.0,0.0,0.0
0.0006,244.0,206250.0,367.75,244.0,206250.0,367.75
0.0007,243.0,210000.0,390.0,243.0,210000.0,390.0
0.0008,244.0,210500.0,412.4,244.0,210500.0,412.4
0.0009,241.0,212750.0,432.475,0.0,0.0,0.0
0.001,242.0,213250.0,455.25,242.0,213250.0,455.25
0.0011,238.0,212500.0,471.75,0.0,0.0,0.0
0.0012,241.0,210250.0,493.3,241.0,210250.0,493.3
0.0013,241.0,212750.0,517.575,0.0,0.0,0.0
0.0014,237.0,215250.0,538.35,0.0,0.0,0.0
0.0015,239.0,215000.0,561.5,0.0,0.0,0.0
0.0016,240.0,212500.0,580.0,240.0,212500.0,580.0
0.0017,239.0,214000.0,602.8,0.0,0.0,0.0
0.0018,237.0,214500.0,623.1,0.0,0.0,0.0
0.0019,227.0,218750.0,642.625,0.0,0.0,0.0
0.002,235.0,215500.0,666.0,0.0,0.0,0.0
0.0021,228.0,218000.0,685.8,227.0,217750.0,684.275
0.0022,232.0,215750.0,706.65,0.0,0.0,0.0
0.0023,222.0,220750.0,729.725,0.0,0.0,0.0
0.0024,215.0,223750.0,752.0,0.0,0.0,0.0
0.0025,218.0,223500.0,776.75,0.0,0.0,0.0
0.0026,220.0,221250.0,795.25,220.0,221250.0,795.25
0.0027,208.0,226250.0,818.875,0.0,0.0,0.0
0.0028,211.0,224250.0,838.9,0.0,0.0,0.0
0.0029,224.0,219750.0,861.275,224.0,219750.0,861.275
0.003,216.0,221500.0,880.5,0.0,0.0,0.0
0.0031,224.0,220750.0,908.325,0.0,0.0,0.0
0.0032,209.0,226250.0,933.0,0.0,0.0,0.0
0.0033,214.0,223750.0,952.375,213.0,223500.0,950.55
0.0034,218.0,221750.0,971.95,0.0,0.0,0.0
0.0035,213.0,224500.0,998.75,211.0,223250.0,992.375
0.0036,209.0,224000.0,1015.4,209.0,224000.0,1015.4
0.0037,219.0,222250.0,1041.325,219.0,222250.0,1041.325
0.0038,211.0,223750.0,1061.25,0.0,0.0,0.0
0.0039,216.0,224500.0,1091.55,215.0,224250.0,1089.575
0.004,215.0,223250.0,1108.0,0.0,0.0,0.0
0.0041,200.0,229500.0,1140.95,197.0,227000.0,1127.7
0.0042,213.0,224000.0,1153.8,0.0,0.0,0.0
0.0043,208.0,226750.0,1183.025,207.0,224750.0,1173.425
0.0044,209.0,225250.0,1200.1,0.0,0.0,0.0
0.0045,209.0,224000.0,1217.0,207.0,223500.0,1212.75
0.0046,203.0,225750.0,1241.45,0.0,0.0,0.0
0.0047,207.0,225500.0,1266.85,0.0,0.0,0.0
0.0048,207.0,225000.0,1287.0,0.0,0.0,0.0
0.0049,209.0,226000.0,1316.4,209.0,226000.0,1316.4
