Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,30315,0,0,0,17879,0,0,0,30500,0,31257,
0,0,30489,0,0,0,17736,0,0,0,30663,0,31524,
0,0,30667,0,0,0,17799,0,0,0,30864,0,31657,
0,0,30517,0,0,0,17884,0,0,0,30725,0,31633,
0,0,32113,0,0,0,18440,0,0,0,32310,0,33208,
0,0,30176,0,0,0,17834,0,0,0,30351,0,31106,
0,0,30738,0,0,0,18024,0,0,0,30883,0,31660,
0,0,29878,0,0,0,17637,0,0,0,30074,0,30892,
0,0,28744,0,0,0,17485,0,0,0,28915,0,29541,
0,0,29839,0,0,0,17760,0,0,0,30006,0,30704,
0,0,31065,0,0,0,18045,0,0,0,31241,0,32182,
0,0,31041,0,0,0,18155,0,0,0,31202,0,32080,
0,0,31224,0,0,0,17975,0,0,0,31425,0,32367,
0,0,28791,0,0,0,17748,0,0,0,28940,0,29472,
0,0,29535,0,0,0,17533,0,0,0,29691,0,30418,
0,0,31077,0,0,0,18080,0,0,0,31243,0,32111,
0,0,29206,0,0,0,17673,0,0,0,29362,0,29986,
0,0,29915,0,0,0,17783,0,0,0,30052,0,30775,
0,0,29188,0,0,0,17590,0,0,0,29342,0,30015,
0,0,30761,0,0,0,17992,0,0,0,30920,0,31788,
