Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,28302,0,0,0,16580,0,0,0,28509,0,30505,
0,0,26726,0,0,0,16037,0,0,0,26938,0,28543,
0,0,28960,0,0,0,16753,0,0,0,29214,0,31524,
0,0,28597,0,0,0,16578,0,0,0,28795,0,30781,
0,0,28863,0,0,0,16652,0,0,0,29065,0,31237,
0,0,28177,0,0,0,16494,0,0,0,28402,0,30184,
0,0,29020,0,0,0,16768,0,0,0,29256,0,31550,
0,0,29273,0,0,0,16786,0,0,0,29473,0,31864,
0,0,29952,0,0,0,16897,0,0,0,30163,0,32741,
0,0,28198,0,0,0,16499,0,0,0,28367,0,30329,
0,0,29540,0,0,0,16958,0,0,0,29838,0,32256,
0,0,28388,0,0,0,16641,0,0,0,28604,0,30579,
0,0,28722,0,0,0,16628,0,0,0,28950,0,31147,
0,0,30108,0,0,0,17100,0,0,0,30356,0,33009,
0,0,29797,0,0,0,17021,0,0,0,30042,0,32398,
0,0,27948,0,0,0,16523,0,0,0,28174,0,30098,
0,0,29519,0,0,0,16789,0,0,0,29763,0,32244,
0,0,28120,0,0,0,16305,0,0,0,28332,0,30494,
0,0,29978,0,0,0,16969,0,0,0,30195,0,32838,
0,0,27099,0,0,0,16210,0,0,0,27298,0,28992,
