Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
0,0,30503,0,0,0,18047,0,0,0,30534,0,30561,
0,0,31263,0,0,0,17811,0,0,0,31322,0,31367,
0,0,31056,0,0,0,17865,0,0,0,31091,0,31102,
0,0,30559,0,0,0,17787,0,0,0,30590,0,30598,
0,0,32780,0,0,0,18318,0,0,0,32815,0,32867,
0,0,30836,0,0,0,17989,0,0,0,30857,0,30862,
0,0,30181,0,0,0,17916,0,0,0,30226,0,30229,
0,0,32453,0,0,0,18314,0,0,0,32501,0,32541,
0,0,32184,0,0,0,17963,0,0,0,32226,0,32290,
0,0,32297,0,0,0,17939,0,0,0,32347,0,32384,
0,0,30903,0,0,0,18048,0,0,0,30934,0,30938,
0,0,31002,0,0,0,17792,0,0,0,31058,0,31107,
0,0,30898,0,0,0,17897,0,0,0,30935,0,30944,
0,0,31593,0,0,0,17959,0,0,0,31631,0,31660,
0,0,32425,0,0,0,18046,0,0,0,32513,0,32562,
0,0,29088,0,0,0,17641,0,0,0,29108,0,29129,
0,0,31002,0,0,0,17838,0,0,0,31030,0,31053,
0,0,31260,0,0,0,17857,0,0,0,31320,0,31358,
0,0,31129,0,0,0,17916,0,0,0,31175,0,31197,
0,0,31616,0,0,0,17664,0,0,0,31662,0,31682,
