#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,9466.0,384171.0,9466.0,0.0,0.0,0.0,8916.0,328371.0,8916.0
2.0,15109.0,1096517.0,15109.0,0.0,0.0,0.0,13978.0,898271.0,13978.0
4.0,22812.0,2640668.0,22812.0,0.0,0.0,0.0,20832.0,2089871.0,20832.0
6.0,27432.0,3936668.0,27432.0,0.0,0.0,0.0,25708.0,3214671.0,25708.0
8.0,30007.0,4746970.0,30007.0,0.0,0.0,0.0,29030.0,4659060.0,29030.0
10.0,31025.0,5080425.0,31025.0,0.0,0.0,0.0,30719.0,5057758.0,30719.0
12.0,31086.0,5095871.0,31086.0,0.0,0.0,0.0,31086.0,5095871.0,31086.0
14.0,31086.0,5095871.0,31086.0,0.0,0.0,0.0,31086.0,5095871.0,31086.0
16.0,31086.0,5095871.0,31086.0,0.0,0.0,0.0,31086.0,5095871.0,31086.0
18.0,31086.0,5095871.0,31086.0,0.0,0.0,0.0,31086.0,5095871.0,31086.0
20.0,31086.0,5095871.0,31086.0,0.0,0.0,0.0,31086.0,5095871.0,31086.0
