#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,9360.0,392653.0,9360.0,0.0,0.0,0.0,8735.0,329553.0,8735.0
2.0,14818.0,1115407.0,14818.0,0.0,0.0,0.0,13635.0,889953.0,13635.0
4.0,22297.0,2605436.0,22297.0,0.0,0.0,0.0,20283.0,2504033.0,20283.0
6.0,26799.0,3897351.0,26799.0,0.0,0.0,0.0,25140.0,3769845.0,25140.0
8.0,29524.0,4686653.0,29524.0,0.0,0.0,0.0,28386.0,4591942.0,28386.0
10.0,30622.0,5071126.0,30622.0,0.0,0.0,0.0,30272.0,5039944.0,30272.0
12.0,30665.0,5083753.0,30665.0,0.0,0.0,0.0,30665.0,5083753.0,30665.0
14.0,30665.0,5083753.0,30665.0,0.0,0.0,0.0,30665.0,5083753.0,30665.0
16.0,30665.0,5083753.0,30665.0,0.0,0.0,0.0,30665.0,5083753.0,30665.0
18.0,30665.0,5083753.0,30665.0,0.0,0.0,0.0,30665.0,5083753.0,30665.0
20.0,30665.0,5083753.0,30665.0,0.0,0.0,0.0,30665.0,5083753.0,30665.0
