beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1020.0,211040.0,1020.0,940.0,190560.0,940.0
0.005,1017.0,216680.0,2100.4,942.0,195700.0,1920.5
0.01,1009.0,217990.0,3188.9,928.0,196020.0,2888.2
0.015,1002.0,218680.0,4282.2,922.0,194610.0,3841.15
0.02,987.0,219370.0,5374.4,921.0,194730.0,4815.6
0.025,982.0,220150.0,6485.75,931.0,197510.0,5868.75
0.03,957.0,220890.0,7583.7,923.0,195360.0,6783.8
0.035,935.0,221430.0,8685.05,918.0,196460.0,7794.1
0.04,922.0,221800.0,9794.0,907.0,196610.0,8771.4
0.045,939.0,221480.0,10905.6,912.0,196310.0,9745.95
0.05,945.0,221500.0,12020.0,916.0,197560.0,10794.0
0.055,917.0,221450.0,13096.75,904.0,195240.0,11642.2
0.06,923.0,221340.0,14203.4,911.0,196380.0,12693.8
0.065,923.0,221980.0,15351.7,910.0,196860.0,13705.9
0.07,908.0,221680.0,16425.6,912.0,196960.0,14699.2
0.075,907.0,221730.0,17536.75,902.0,198580.0,15795.5
0.08,900.0,221940.0,18655.2,914.0,198100.0,16762.0
0.085,901.0,221900.0,19762.5,904.0,193340.0,17337.9
0.09,914.0,222370.0,20927.3,900.0,197000.0,18630.0
0.095,903.0,221750.0,21969.25,904.0,196550.0,19576.25
0.1,913.0,221840.0,23097.0,919.0,198950.0,20814.0
0.15,895.0,222270.0,34235.5,918.0,197210.0,30499.5
0.2,892.0,221960.0,45284.0,898.0,197560.0,40410.0
0.25,896.0,222060.0,56411.0,907.0,195140.0,49692.0
0.3,886.0,222440.0,67618.0,909.0,196570.0,59880.0
0.35,893.0,222040.0,78607.0,910.0,197030.0,69870.5
0.4,871.0,223190.0,90147.0,905.0,198560.0,80329.0
0.45,887.0,222370.0,100953.5,908.0,196980.0,89549.0
0.5,886.0,222630.0,112201.0,908.0,196240.0,99028.0
0.55,882.0,222600.0,123312.0,908.0,196640.0,109060.0
0.6,895.0,222040.0,134119.0,907.0,196800.0,118987.0
0.65,887.0,222760.0,145681.0,906.0,199210.0,130392.5
0.7,878.0,222340.0,156516.0,906.0,198010.0,139513.0
0.75,891.0,222280.0,167601.0,911.0,196700.0,148436.0
0.8,893.0,222020.0,178509.0,912.0,196380.0,158016.0
0.85,890.0,222620.0,190117.0,908.0,195870.0,167397.5
0.9,912.0,222180.0,200874.0,909.0,196970.0,178182.0
0.95,890.0,222450.0,212217.5,915.0,198190.0,189195.5
1.0,891.0,222160.0,223051.0,905.0,197700.0,198605.0
10.0,895.0,222200.0,2222895.0,901.0,196900.0,1969901.0
20.0,883.0,222240.0,4445683.0,896.0,196000.0,3920896.0
30.0,895.0,222150.0,6665395.0,912.0,196460.0,5894712.0
40.0,898.0,222240.0,8890498.0,908.0,197940.0,7918508.0
50.0,904.0,222430.0,11122404.0,908.0,195840.0,9792908.0
60.0,886.0,222150.0,13329886.0,900.0,196180.0,11771700.0
70.0,886.0,222360.0,15566086.0,907.0,197550.0,13829407.0
80.0,901.0,222050.0,17764901.0,905.0,196340.0,15708105.0
90.0,878.0,223230.0,20091578.0,911.0,197900.0,17811911.0
100.0,880.0,222500.0,22250880.0,912.0,197520.0,19752912.0
