beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,984.0,201640.0,984.0,919.0,186460.0,919.0
0.005,978.0,207790.0,2016.95,912.0,189570.0,1859.85
0.01,972.0,209150.0,3063.5,900.0,189710.0,2797.1
0.015,962.0,210120.0,4113.8,901.0,189880.0,3749.2
0.02,950.0,210680.0,5163.6,896.0,191080.0,4717.6
0.025,948.0,210800.0,6218.0,887.0,189480.0,5624.0
0.03,924.0,212150.0,7288.5,891.0,191260.0,6628.8
0.035,924.0,211570.0,8328.95,888.0,188920.0,7500.2
0.04,918.0,211820.0,9390.8,887.0,189700.0,8475.0
0.045,926.0,212620.0,10493.9,895.0,191460.0,9510.7
0.05,913.0,212000.0,11513.0,883.0,189640.0,10365.0
0.055,903.0,212490.0,12589.95,877.0,189910.0,11322.05
0.06,927.0,211780.0,13633.8,885.0,191280.0,12361.8
0.065,899.0,212380.0,14703.7,882.0,189840.0,13221.6
0.07,904.0,212240.0,15760.8,879.0,190270.0,14197.9
0.075,897.0,212740.0,16852.5,881.0,190920.0,15200.0
0.08,897.0,212380.0,17887.4,877.0,190380.0,16107.4
0.085,893.0,212580.0,18962.3,883.0,192470.0,17242.95
0.09,901.0,212880.0,20060.2,888.0,191910.0,18159.9
0.095,903.0,213040.0,21141.8,890.0,191510.0,19083.45
0.1,903.0,212710.0,22174.0,880.0,190650.0,19945.0
0.15,895.0,212790.0,32813.5,882.0,190110.0,29398.5
0.2,883.0,212700.0,43423.0,880.0,189720.0,38824.0
0.25,877.0,212810.0,54079.5,885.0,190610.0,48537.5
0.3,878.0,212720.0,64694.0,878.0,190780.0,58112.0
0.35,884.0,212640.0,75308.0,885.0,192960.0,68421.0
0.4,879.0,212900.0,86039.0,883.0,190750.0,77183.0
0.45,886.0,212720.0,96610.0,881.0,189700.0,86246.0
0.5,880.0,212760.0,107260.0,883.0,190530.0,96148.0
0.55,881.0,213080.0,118075.0,884.0,192770.0,106907.5
0.6,880.0,212920.0,128632.0,887.0,192720.0,116519.0
0.65,872.0,212660.0,139101.0,884.0,191080.0,125086.0
0.7,885.0,213120.0,150069.0,883.0,190640.0,134331.0
0.75,874.0,213210.0,160781.5,885.0,190580.0,143820.0
0.8,880.0,213230.0,171464.0,886.0,191630.0,154190.0
0.85,881.0,212860.0,181812.0,884.0,190550.0,162851.5
0.9,883.0,213170.0,192736.0,885.0,192820.0,174423.0
0.95,892.0,212720.0,202976.0,875.0,189550.0,180947.5
1.0,876.0,212910.0,213786.0,881.0,191330.0,192211.0
10.0,889.0,212950.0,2130389.0,879.0,190740.0,1908279.0
20.0,883.0,213200.0,4264883.0,887.0,191530.0,3831487.0
30.0,877.0,212930.0,6388777.0,884.0,192130.0,5764784.0
40.0,887.0,213360.0,8535287.0,868.0,190570.0,7623668.0
50.0,887.0,213250.0,10663387.0,883.0,192620.0,9631883.0
60.0,891.0,213010.0,12781491.0,880.0,190650.0,11439880.0
70.0,875.0,212800.0,14896875.0,878.0,193140.0,13520678.0
80.0,883.0,213020.0,17042483.0,884.0,192550.0,15404884.0
90.0,893.0,212900.0,19161893.0,883.0,190110.0,17110783.0
100.0,892.0,212720.0,21272892.0,882.0,190060.0,19006882.0
