Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
6628,6627,6628,0,4845,4851,5834,0,6628,6628,6628,0,6628,
6712,6712,6712,0,4861,4895,5886,0,6712,6712,6712,0,6712,
6732,6732,6732,0,4953,4961,5894,0,6732,6732,6732,0,6732,
6815,6813,6815,0,4854,4875,5942,0,6815,6815,6815,0,6815,
6519,6519,6519,0,4798,4805,5731,0,6519,6519,6519,0,6519,
6980,6980,6980,0,4850,4859,6014,0,6980,6980,6980,0,6980,
6183,6183,6183,0,4670,4669,5525,0,6183,6183,6183,0,6183,
6890,6889,6890,0,4895,4921,5975,0,6890,6890,6890,0,6890,
6427,6427,6427,0,4793,4805,5720,0,6427,6427,6427,0,6427,
7473,7458,7473,0,4834,4864,6265,0,7473,7466,7473,0,7473,
6110,6110,6110,0,4735,4745,5486,0,6110,6110,6110,0,6110,
6761,6761,6761,0,4846,4890,5890,0,6761,6761,6761,0,6761,
6674,6671,6674,0,4910,4925,5866,0,6674,6673,6674,0,6674,
6492,6492,6492,0,4968,4988,5794,0,6492,6492,6492,0,6492,
6990,6990,6990,0,4811,4831,5978,0,6990,6990,6990,0,6990,
6988,6986,6988,0,4936,4959,6029,0,6988,6988,6988,0,6988,
6415,6415,6415,0,4799,4816,5688,0,6415,6415,6415,0,6415,
6776,6774,6776,0,4822,4864,5879,0,6776,6776,6776,0,6776,
7153,7153,7153,0,4886,4921,6106,0,7153,7153,7153,0,7153,
6841,6841,6841,0,4973,4980,5973,0,6841,6841,6841,0,6841,
