Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
12982,12982,12982,0,10528,10484,11888,0,12982,12982,12982,0,12982,
13074,13074,13074,0,10466,10446,11883,0,13074,13074,13074,0,13074,
13449,13449,13449,0,10572,10613,12214,0,13449,13449,13449,0,13449,
13778,13778,13778,0,10644,10643,12370,0,13778,13778,13778,0,13778,
13499,13498,13499,0,10588,10574,12220,0,13499,13499,13499,0,13499,
13218,13218,13218,0,10380,10402,11989,0,13218,13218,13218,0,13218,
12036,12036,12036,0,10068,10129,11198,0,12036,12036,12036,0,12036,
12377,12377,12377,0,10276,10287,11422,0,12377,12377,12377,0,12377,
13293,13293,13293,0,10451,10415,11999,0,13293,13293,13293,0,13293,
12975,12975,12975,0,10497,10496,11880,0,12975,12975,12975,0,12975,
12388,12388,12388,0,10422,10411,11536,0,12388,12388,12388,0,12388,
13726,13726,13726,0,10936,10958,12473,0,13726,13726,13726,0,13726,
14122,14122,14122,0,10738,10738,12625,0,14122,14122,14122,0,14122,
13884,13884,13884,0,10511,10510,12353,0,13884,13884,13884,0,13884,
13416,13414,13416,0,10717,10708,12206,0,13416,13416,13416,0,13416,
13393,13393,13393,0,10425,10450,12114,0,13393,13393,13393,0,13393,
12321,12321,12321,0,10175,10219,11389,0,12321,12321,12321,0,12321,
13744,13744,13744,0,10580,10610,12335,0,13744,13744,13744,0,13744,
12244,12244,12244,0,10196,10200,11353,0,12244,12244,12244,0,12244,
12658,12658,12658,0,10377,10402,11669,0,12658,12658,12658,0,12658,
