Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
9419,9419,9443,0,5756,5824,7573,0,9419,9435,9449,0,9458,
9491,9551,9600,0,5799,5871,7610,0,9491,9580,9599,0,9626,
8945,8941,8985,0,5576,5628,7268,0,8945,8967,8982,0,8989,
9907,9896,9948,0,5885,5984,7834,0,9907,9927,9948,0,9959,
9380,9445,9491,0,5783,5834,7629,0,9380,9469,9490,0,9513,
9730,9850,9910,0,5768,5845,7807,0,9730,9885,9911,0,9948,
10306,10270,10377,0,5894,5948,8015,0,10306,10324,10367,0,10383,
9031,9023,9046,0,5929,5987,7476,0,9031,9039,9044,0,9047,
10202,10182,10318,0,5797,5852,7969,0,10202,10248,10303,0,10332,
9860,9939,10008,0,5841,5911,7863,0,9860,9969,10009,0,10039,
10651,10770,10852,0,5819,5931,8266,0,10651,10819,10858,0,10925,
9599,9619,9665,0,5730,5794,7649,0,9599,9637,9669,0,9685,
9471,9503,9539,0,5886,5942,7679,0,9471,9522,9545,0,9559,
9736,9773,9831,0,5726,5815,7730,0,9736,9811,9846,0,9862,
9448,9486,9526,0,5780,5873,7634,0,9448,9514,9525,0,9538,
8907,8921,8953,0,5829,5867,7375,0,8907,8942,8954,0,8964,
9452,9505,9540,0,6019,6092,7717,0,9452,9530,9543,0,9553,
9532,9628,9687,0,5826,5894,7705,0,9532,9672,9698,0,9732,
9169,9185,9214,0,5760,5832,7540,0,9169,9201,9215,0,9222,
10152,10087,10155,0,5958,6057,7970,0,10152,10120,10155,0,10155,
